tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
52644	Haliaeetus leucocephalus	104841891	0	live	LOC104841891		alpha-1-antitrypsin-like			Un							
52644	Haliaeetus leucocephalus	104841890	0	live	LOC104841890		alpha-1-antitrypsin-like			Un							
52644	Haliaeetus leucocephalus	104841889	0	live	LOC104841889		alpha-1-antitrypsin-like			Un							
932674	Corvus cornix cornix	104686239	0	live	LOC104686239		alpha-1-antitrypsin-like			Un							
100784	Balearica regulorum gibbericeps	104640039	0	live	LOC104640039	N312_01149	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un							
97097	Phaethon lepturus	104628165	0	live	LOC104628165	N335_06937	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un							
97097	Phaethon lepturus	104628164	0	live	LOC104628164	N335_06936	alpha-1-antitrypsin-like	hypothetical protein		Un							
94827	Tinamus guttatus	104580908	0	live	LOC104580908	N309_12029	alpha-1-antitrypsin-like			Un							
94827	Tinamus guttatus	104580907	0	live	LOC104580907	N309_12030	alpha-1-antitrypsin-like	Alpha-1-antitrypsin		Un							
94827	Tinamus guttatus	104580906	0	live	LOC104580906	N309_12031	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
94827	Tinamus guttatus	104580903	0	live	LOC104580903	N309_12028	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
57412	Colius striatus	104559448	0	live	LOC104559448	N325_04385	alpha-1-antitrypsin-like	Alpha-1-antitrypsin		Un							
57412	Colius striatus	104555400	0	live	LOC104555400	N325_05428	alpha-1-antitrypsin-like	Alpha-1-antitrypsin-like GS55-MS		Un							
54374	Mesitornis unicolor	104541249	0	live	LOC104541249		alpha-1-antitrypsin-like			Un							
54374	Mesitornis unicolor	104537459	0	live	LOC104537459	N332_04248	alpha-1-antitrypsin-like	hypothetical protein		Un							
279965	Caprimulgus carolinensis	104532362	0	live	LOC104532362	N321_09441	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
279965	Caprimulgus carolinensis	104522511	0	live	LOC104522511	N321_03316	alpha-1-antitrypsin-like	Alpha-1-antitrypsin		Un							
54383	Eurypyga helias	104513727	0	live	LOC104513727	N326_03194	alpha-1-antitrypsin-like			Un							
175836	Buceros rhinoceros silvestris	104501041	0	live	LOC104501041	N320_09566	alpha-1-antitrypsin-like			Un							
175836	Buceros rhinoceros silvestris	104494334	0	live	LOC104494334	N320_01257	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
187382	Chlamydotis macqueenii	104479250	0	live	LOC104479250	N324_04579	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
187382	Chlamydotis macqueenii	104479249	0	live	LOC104479249	N324_04578	alpha-1-antitrypsin-like	hypothetical protein		Un							
187382	Chlamydotis macqueenii	104479248	0	live	LOC104479248	N324_04577	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un							
240206	Pterocles gutturalis	104472517	0	live	LOC104472517	N339_11666	alpha-1-antitrypsin-like	hypothetical protein		Un							
240206	Pterocles gutturalis	104472513	0	live	LOC104472513	N339_11667	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
240206	Pterocles gutturalis	104472512	0	live	LOC104472512	N339_11665	alpha-1-antitrypsin-like	Alpha-1-antitrypsin		Un							
176057	Nestor notabilis	104403763	0	live	LOC104403763	N333_10026	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
8897	Chaetura pelagica	104394174	0	live	LOC104394174	M959_10899	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
8897	Chaetura pelagica	104394173	0	live	LOC104394173	M959_10898	alpha-1-antitrypsin-like			Un							
8897	Chaetura pelagica	104394172	0	live	LOC104394172	M959_10896	alpha-1-antitrypsin-like			Un							
121530	Tauraco erythrolophus	104377765	0	live	LOC104377765	N340_13304	alpha-1-antitrypsin-like			Un							
121530	Tauraco erythrolophus	104377764	0	live	LOC104377764	N340_13303	alpha-1-antitrypsin-like			Un							
56313	Tyto alba	104367449	0	live	LOC104367449	N341_12021	alpha-1-antitrypsin-like	hypothetical protein		Un							
56313	Tyto alba	104367448	0	live	LOC104367448	N341_12020	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
188344	Leptosomus discolor	104353722	0	live	LOC104353722		alpha-1-antitrypsin-like			Un							
188344	Leptosomus discolor	104353712	0	live	LOC104353712	N330_02115	alpha-1-antitrypsin-like			Un							
30419	Opisthocomus hoazin	104331502	0	live	LOC104331502	N306_04595	alpha-1-antitrypsin-like	hypothetical protein		Un							
8969	Haliaeetus albicilla	104319185	0	live	LOC104319185	N329_04315	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
8969	Haliaeetus albicilla	104319184	0	live	LOC104319184	N329_04314	alpha-1-antitrypsin-like			Un							
8969	Haliaeetus albicilla	104319183	0	live	LOC104319183	N329_04313	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
118200	Picoides pubescens	104306874	0	live	LOC104306874	N307_13631	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
118200	Picoides pubescens	104306873	0	live	LOC104306873	N307_13630	alpha-1-antitrypsin-like	Alpha-1-antitrypsin-like GS55-MS		Un							
50402	Charadrius vociferus	104283428	0	live	LOC104283428	N301_06974	alpha-1-antitrypsin-like	hypothetical protein		Un							
50402	Charadrius vociferus	104283357	0	live	LOC104283357		alpha-1-antitrypsin-like			Un							
50402	Charadrius vociferus	104283356	0	live	LOC104283356	N301_06973	alpha-1-antitrypsin-like	hypothetical protein		Un							
57397	Apaloderma vittatum	104274140	0	live	LOC104274140	N311_11967	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
57397	Apaloderma vittatum	104272202	0	live	LOC104272202	N311_02610	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
37040	Gavia stellata	104256846	0	live	LOC104256846	N328_06806	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un							
37040	Gavia stellata	104256845	0	live	LOC104256845	N328_06805	alpha-1-antitrypsin-like			Un							
37040	Gavia stellata	104251656	0	live	LOC104251656		alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
54380	Cariama cristata	104169155	0	live	LOC104169155	N322_05679	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un							
54380	Cariama cristata	104157414	0	live	LOC104157414	N322_03284	alpha-1-antitrypsin-like	Alpha-1-antitrypsin-like GS55-MS		Un							
441894	Struthio camelus australis	104153762	0	live	LOC104153762	N308_06913	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
441894	Struthio camelus australis	104153760	0	live	LOC104153760	N308_06911	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
441894	Struthio camelus australis	104153759	0	live	LOC104153759		alpha-1-antitrypsin-like			Un							
441894	Struthio camelus australis	104153758	0	live	LOC104153758	N308_06910	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
188379	Egretta garzetta	104127802	0	live	LOC104127802	Z169_04208	alpha-1-antitrypsin-like			Un							
30455	Fulmarus glacialis	104073879	0	live	LOC104073879	N327_00955	alpha-1-antitrypsin-like			Un							
30455	Fulmarus glacialis	104073877	0	live	LOC104073877	N327_00956	alpha-1-antitrypsin-like			Un							
9209	Phalacrocorax carbo	104053139	0	live	LOC104053139	N336_04429	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
9209	Phalacrocorax carbo	104051789	0	live	LOC104051789	N336_08221	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
9209	Phalacrocorax carbo	104046315	0	live	LOC104046315	N336_03476	alpha-1-antitrypsin-like			Un							
36300	Pelecanus crispus	104031001	0	live	LOC104031001	N334_12108	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
36300	Pelecanus crispus	104028621	0	live	LOC104028621	N334_06797	alpha-1-antitrypsin-like			Un							
128390	Nipponia nippon	104014800	0	live	LOC104014800	Y956_05070	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
128390	Nipponia nippon	104014799	0	live	LOC104014799	Y956_05068	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
9238	Pygoscelis adeliae	103923938	0	live	LOC103923938	AS28_10540	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
9233	Aptenodytes forsteri	103900303	0	live	LOC103900303	AS27_04573	alpha-1-antitrypsin-like	hypothetical protein		Un							
9233	Aptenodytes forsteri	103900184	0	live	LOC103900184	AS27_04574	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
9233	Aptenodytes forsteri	103900183	0	live	LOC103900183	AS27_04572	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
9135	Serinus canaria	103826888	0	live	LOC103826888		alpha-1-antitrypsin-like			Un							
9135	Serinus canaria	103826452	0	live	LOC103826452		alpha-1-antitrypsin-like			Un							
9135	Serinus canaria	103826450	0	live	LOC103826450		alpha-1-antitrypsin-like			Un							
9135	Serinus canaria	103826449	0	live	LOC103826449		alpha-1-antitrypsin-like			Un							
57068	Acanthisitta chloris	103809960	0	live	LOC103809960	N310_04938	alpha-1-antitrypsin-like			Un							
57068	Acanthisitta chloris	103806488	0	live	LOC103806488	N310_08235	alpha-1-antitrypsin-like	hypothetical protein		Un							
57068	Acanthisitta chloris	103806487	0	live	LOC103806487	N310_08234	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
57421	Merops nubicus	103770936	0	live	LOC103770936	N331_08113	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un							
57421	Merops nubicus	103770935	0	live	LOC103770935	N331_08112	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
328815	Manacus vitellinus	103766534	0	live	LOC103766534	N305_01291	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
328815	Manacus vitellinus	103766533	0	live	LOC103766533	N305_01292	alpha-1-antitrypsin-like	hypothetical protein		Un							
328815	Manacus vitellinus	103766531	0	live	LOC103766531	N305_01293	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
1026970	Nannospalax galili	103748548	0	live	LOC103748548		alpha-1-antitrypsin-like			Un							
29073	Ursus maritimus	103669781	0	live	LOC103669781		alpha-1-antitrypsin-like			Un	NW_007907032.1	5696400	5700745	plus	4		
85066	Corvus brachyrhynchos	103612135	0	live	LOC103612135	N302_00099	alpha-1-antitrypsin-like	Alpha-1-antitrypsin-like GS55-MS		Un	NW_008237222.1	5682487	5685696	minus	4		
85066	Corvus brachyrhynchos	103612133	0	live	LOC103612133	N302_00097	alpha-1-antitrypsin-like	hypothetical protein		Un	NW_008237222.1	5651762	5657644	minus	5		
9244	Calypte anna	103527758	0	live	LOC103527758	N300_00587	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un	NW_007618597.1	4079268	4082365	minus	4		
8479	Chrysemys picta	103305921	0	live	LOC103305921		alpha-1-antitrypsin-like			Un	NW_007359910.1	7023694	7037225	minus	5		
29078	Eptesicus fuscus	103302517	0	live	LOC103302517		alpha-1-antitrypsin-like			Un	NW_007370890.1	204777	209212	minus	4		
9365	Erinaceus europaeus	103118859	0	live	LOC103118859		alpha-1-antitrypsin-like			Un	NW_006804339.1	1922575	1926518	plus	4		
176946	Python bivittatus	103056874	0	live	LOC103056874		alpha-1-antitrypsin-like			Un	NW_006533408.1	164922	171670	minus	5		
7994	Astyanax mexicanus	103033541	0	live	LOC103033541		alpha-1-antitrypsin homolog			Un							
8469	Chelonia mydas	102931769	0	live	LOC102931769	UY3_10487	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un	NW_006642290.1	5175302	5183729	plus	5		
8469	Chelonia mydas	102931543	0	live	LOC102931543	UY3_10486	alpha-1-antitrypsin-like	Alpha-1-antiproteinase		Un	NW_006642290.1	5155321	5163111	plus	4		
28737	Elephantulus edwardii	102875569	0	live	LOC102875569		alpha-1-antitrypsin-like			Un	NW_006399752.1	40206157	40238387	plus	4		
28737	Elephantulus edwardii	102875154	0	live	LOC102875154		alpha-1-antitrypsin-like			Un	NW_006399752.1	40188284	40194712	plus	4		
28737	Elephantulus edwardii	102874350	0	live	LOC102874350		alpha-1-antitrypsin-like			Un	NW_006399752.1	40139390	40147707	plus	4		
7918	Lepisosteus oculatus	102690581	0	live	LOC102690581		alpha-1-antitrypsin-like			LG2	NC_023180.1	34410451	34416563	minus	5		
7918	Lepisosteus oculatus	102690176	0	live	LOC102690176		alpha-1-antitrypsin-like protein CM55-MS			LG2	NC_023180.1	34386769	34393330	minus	5		
7918	Lepisosteus oculatus	102684797	0	live	LOC102684797		alpha-1-antitrypsin homolog			LG7	NC_023185.1	411158	416485	plus	5		
8496	Alligator mississippiensis	102567485	0	live	LOC102567485	Y1Q_016097	alpha-1-antitrypsin-like protein CM55-MM	hypothetical protein		Un							
8496	Alligator mississippiensis	102567291	0	live	LOC102567291	Y1Q_019051	alpha-1-antitrypsin-like	hypothetical protein		Un							
8496	Alligator mississippiensis	102567070	0	live	LOC102567070		alpha-1-antitrypsin-like			Un							
8496	Alligator mississippiensis	102566804	0	live	LOC102566804	Y1Q_016096	alpha-1-antitrypsin-like	hypothetical protein		Un							
8496	Alligator mississippiensis	102566376	0	live	LOC102566376		alpha-1-antitrypsin-like			Un							
8496	Alligator mississippiensis	102565901	0	live	LOC102565901	Y1Q_019050, SERPINA4	alpha-1-antitrypsin-like	serpin peptidase inhibitor, clade A, member 4		Un							
13735	Pelodiscus sinensis	102457230	0	live	LOC102457230		alpha-1-antitrypsin-like			Un							
13735	Pelodiscus sinensis	102456985	0	live	LOC102456985		alpha-1-antitrypsin-like			Un							
13735	Pelodiscus sinensis	102456742	0	live	LOC102456742		alpha-1-antitrypsin-like			Un							
13735	Pelodiscus sinensis	102456319	0	live	LOC102456319		alpha-1-antitrypsin-like			Un							
13735	Pelodiscus sinensis	102443612	0	live	LOC102443612		alpha-1-antitrypsin-like			Un							
38654	Alligator sinensis	102375789	0	live	LOC102375789		alpha-1-antitrypsin-like			Un							
38654	Alligator sinensis	102371045	0	live	LOC102371045		alpha-1-antitrypsin-like			Un							
38654	Alligator sinensis	102370638	0	live	LOC102370638		alpha-1-antitrypsin-like			Un							
38654	Alligator sinensis	102370152	0	live	LOC102370152		alpha-1-antitrypsin-like			Un							
38654	Alligator sinensis	102369915	0	live	LOC102369915		alpha-1-antitrypsin-like			Un							
38654	Alligator sinensis	102369647	0	live	LOC102369647		alpha-1-antitrypsin-like protein CM55-MM			Un							
181119	Pseudopodoces humilis	102112172	0	live	LOC102112172		alpha-1-antitrypsin-like			Un							
44394	Zonotrichia albicollis	102068200	0	live	LOC102068200		alpha-1-antitrypsin-like			Un							
44394	Zonotrichia albicollis	102067706	0	live	LOC102067706		alpha-1-antitrypsin-like			Un							
44394	Zonotrichia albicollis	102067522	0	live	LOC102067522		alpha-1-antitrypsin-like			Un							
345164	Falco cherrug	102055714	0	live	LOC102055714		alpha-1-antitrypsin-like			Un							
345164	Falco cherrug	102055371	0	live	LOC102055371		alpha-1-antitrypsin-like			Un							
48883	Geospiza fortis	102041207	0	live	LOC102041207		alpha-1-antitrypsin-like			Un							
48883	Geospiza fortis	102041039	0	live	LOC102041039		alpha-1-antitrypsin-like			Un							
48883	Geospiza fortis	102040760	0	live	LOC102040760		alpha-1-antitrypsin-like			Un							
79684	Microtus ochrogaster	101989607	0	live	LOC101989607		alpha-1-antitrypsin-like			1	NC_022009.1	39493847	39506722	minus	6		
8479	Chrysemys picta	101938951	0	live	LOC101938951		alpha-1-antitrypsin-like			Un	NW_007359910.1	7055630	7065267	minus	5		
8479	Chrysemys picta	101933557	0	live	LOC101933557		alpha-1-antitrypsin-like			Un	NW_007359910.1	7095249	7110802	minus	5		
8479	Chrysemys picta	101933271	0	live	LOC101933271		alpha-1-antitrypsin-like			Un	NW_007359910.1	7118009	7126854	minus	5		
8479	Chrysemys picta	101933012	0	live	LOC101933012		alpha-1-antitrypsin-like			Un	NW_007359910.1	7148169	7153398	minus	4		
8479	Chrysemys picta	101931719	0	live	LOC101931719		alpha-1-antitrypsin-like			Un	NW_007359910.1	7170321	7283667	minus	8		
8954	Falco peregrinus	101916147	0	live	LOC101916147		alpha-1-antitrypsin-like			Un							
13146	Melopsittacus undulatus	101876729	0	live	LOC101876729		alpha-1-antitrypsin-like			Un							
13146	Melopsittacus undulatus	101868540	0	live	LOC101868540		alpha-1-antitrypsin-like			Un							
8839	Anas platyrhynchos	101790996	0	live	LOC101790996	Anapl_03306	alpha-1-antitrypsin-like	Alpha-1-antiproteinase 2		Un							
51337	Jaculus jaculus	101611323	0	live	LOC101611323		alpha-1-antitrypsin-like			Un							
9361	Dasypus novemcinctus	101423918	0	live	LOC101423918		alpha-1-antitrypsin-like			Un							
9739	Tursiops truncatus	101329058	0	live	LOC101329058		alpha-1-antitrypsin-like			Un	NW_004201704.1	102557	114137	plus	6		
31033	Takifugu rubripes	101073758	0	live	LOC101073758		alpha-1-antitrypsin homolog			16	NC_018905.1	2228305	2230283	plus	5		
28377	Anolis carolinensis	100564098	0	live	LOC100564098		alpha-1-antitrypsin-like			1	NC_014776.1	6509435	6516308	minus	4		
28377	Anolis carolinensis	100563900	0	live	LOC100563900		alpha-1-antitrypsin-like			1	NC_014776.1	6492108	6496542	minus	4		
28377	Anolis carolinensis	100563120	0	live	LOC100563120		alpha-1-antitrypsin-like			1	NC_014776.1	6413714	6420607	minus	4		
28377	Anolis carolinensis	100562920	0	live	LOC100562920		alpha-1-antitrypsin-like			1	NC_014776.1	6355246	6364969	minus	6		
28377	Anolis carolinensis	100560417	0	live	LOC100560417		alpha-1-antitrypsin-like			1	NC_014776.1	6446027	6455213	minus	5		
28377	Anolis carolinensis	100560217	0	live	LOC100560217		alpha-1-antitrypsin-like			1	NC_014776.1	6424948	6431253	minus	5		
