1: GO: Molecular Function [Display Chart] 1603 annotations before applied cutoff / 18638 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	HP:0002099	Asthma		3.467E-15	6.826E-12	5.572E-11	6.826E-12	28	76
2	HP:0000006	Autosomal dominant inheritance		1.796E-9	1.768E-6	1.443E-5	3.536E-6	163	1793
3	HP:0003212	Increased IgE level		1.338E-8	8.784E-6	7.170E-5	2.635E-5	10	17
4	HP:0000964	Eczema		3.781E-8	1.861E-5	1.519E-4	7.445E-5	18	63
5	HP:0001744	Splenomegaly		7.720E-8	3.040E-5	2.482E-4	1.520E-4	37	228
6	HP:0001075	Atrophic scars		1.267E-7	3.723E-5	3.039E-4	2.494E-4	9	16
7	HP:0002716	Lymphadenopathy		1.324E-7	3.723E-5	3.039E-4	2.606E-4	19	75
8	HP:0002633	Vasculitis		2.170E-6	5.342E-4	4.361E-3	4.274E-3	10	26
9	HP:0000978	Bruising susceptibility		3.357E-6	7.345E-4	5.995E-3	6.610E-3	18	83
10	HP:0001369	Arthritis		5.799E-6	1.142E-3	9.321E-3	1.142E-2	16	70
11	HP:0002715	Abnormality of the immune system		7.410E-6	1.326E-3	1.083E-2	1.459E-2	14	56
12	HP:0001890	Autoimmune hemolytic anemia		9.770E-6	1.603E-3	1.309E-2	1.924E-2	7	14
13	HP:0010702	Hypergammaglobulinemia		1.684E-5	2.551E-3	2.083E-2	3.317E-2	8	20
14	HP:0003565	Elevated erythrocyte sedimentation rate		2.349E-5	3.303E-3	2.696E-2	4.625E-2	6	11
15	HP:0000707	Abnormality of the nervous system		2.525E-5	3.314E-3	2.705E-2	4.971E-2	10	33
16	HP:0001428	Somatic mutation		2.737E-5	3.368E-3	2.749E-2	
5.388E-2
17	87
17	HP:0002240	Hepatomegaly		4.190E-5	4.853E-3	3.962E-2	
8.251E-2
39	317
18	HP:0011107	Recurrent aphthous stomatitis		5.530E-5	6.049E-3	4.938E-2	
1.089E-1
8	23
19	HP:0008066	Abnormal blistering of the skin		7.219E-5	6.806E-3	
5.555E-2
1.421E-1
11	44
20	HP:0001939	Abnormality of metabolism/homeostasis		7.443E-5	6.806E-3	
5.555E-2
1.466E-1
31	235
21	HP:0006089	Palmar hyperhidrosis		7.950E-5	6.806E-3	
5.555E-2
1.565E-1
4	5
22	HP:0100640	Laryngeal cyst		7.950E-5	6.806E-3	
5.555E-2
1.565E-1
4	5
23	HP:0200097	Oral mucosal blisters		7.950E-5	6.806E-3	
5.555E-2
1.565E-1
4	5
24	HP:0000988	Skin rash		9.668E-5	7.932E-3	
6.474E-2
1.904E-1
10	38
25	HP:0003493	Antinuclear antibody positivity		2.236E-4	1.536E-2	
1.254E-1
4.403E-1
7	21
26	HP:0200042	Skin ulcer		2.251E-4	1.536E-2	
1.254E-1
4.433E-1
13	66
27	HP:0100577	Urinary bladder inflammation		2.262E-4	1.536E-2	
1.254E-1
4.454E-1
4	6
28	HP:0100774	Hyperostosis		2.262E-4	1.536E-2	
1.254E-1
4.454E-1
4	6
29	HP:0003341	Junctional split		2.262E-4	1.536E-2	
1.254E-1
4.454E-1
4	6
30	HP:0002829	Arthralgia		2.355E-4	1.543E-2	
1.260E-1
4.637E-1
14	75
31	HP:0002721	Immunodeficiency		2.635E-4	1.543E-2	
1.260E-1
5.189E-1
13	67
32	HP:0005397	Exaggerated cellular immune processes		2.821E-4	1.543E-2	
1.260E-1
5.555E-1
3	3
33	HP:0004933	Ascending aortic dissection		2.821E-4	1.543E-2	
1.260E-1
5.555E-1
3	3
34	HP:0008940	Generalized lymphadenopathy		2.821E-4	1.543E-2	
1.260E-1
5.555E-1
3	3
35	HP:0001094	Iridocyclitis		2.821E-4	1.543E-2	
1.260E-1
5.555E-1
3	3
36	HP:0007734	Enlarged lacrimal glands		2.821E-4	1.543E-2	
1.260E-1
5.555E-1
3	3
37	HP:0002665	Lymphoma		2.942E-4	1.566E-2	
1.278E-1
5.792E-1
10	43
38	HP:0006530	Interstitial pulmonary disease		3.548E-4	1.838E-2	
1.501E-1
6.985E-1
5	11
39	HP:0006519	Alveolar cell carcinoma		4.216E-4	2.076E-2	
1.694E-1
8.302E-1
7	23
40	HP:0002720	IgA deficiency		4.216E-4	2.076E-2	
1.694E-1
8.302E-1
7	23
41	HP:0007556	Plantar hyperkeratosis		5.011E-4	2.349E-2	
1.918E-1
9.867E-1
4	7
42	HP:0100721	Mediastinal lymphadenopathy		5.011E-4	2.349E-2	
1.918E-1
9.867E-1
4	7
43	HP:0000989	Pruritus		5.266E-4	2.411E-2	
1.968E-1
1.000E0
10	46
44	HP:0004370	Abnormality of temperature regulation		5.416E-4	2.424E-2	
1.978E-1
1.000E0
12	63
45	HP:0001873	Thrombocytopenia		5.747E-4	2.490E-2	
2.032E-1
1.000E0
22	162
46	HP:0001426	Multifactorial inheritance		5.817E-4	2.490E-2	
2.032E-1
1.000E0
15	91
47	HP:0001824	Weight loss		6.140E-4	2.572E-2	
2.100E-1
1.000E0
14	82
48	HP:0002582	Chronic atrophic gastritis		8.878E-4	3.370E-2	
2.751E-1
1.000E0
5	13
49	HP:0012126	Stomach cancer		8.878E-4	3.370E-2	
2.751E-1
1.000E0
5	13
50	HP:0001891	Iron deficiency anemia		8.878E-4	3.370E-2	
2.751E-1
1.000E0
5	13
5: Mouse Phenotype [Display Chart] 6033 annotations before applied cutoff / 7942 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	MP:0001845	abnormal inflammatory response		8.213E-96	4.955E-92	4.600E-91	4.955E-92	288	1055
2	MP:0002420	abnormal adaptive immunity		6.745E-92	2.035E-88	1.888E-87	4.069E-88	315	1298
3	MP:0002723	abnormal immune serum protein physiology		3.437E-85	6.913E-82	6.416E-81	2.074E-81	259	939
4	MP:0002421	abnormal cell-mediated immunity		5.419E-85	8.173E-82	7.586E-81	3.269E-81	304	1281
5	MP:0001819	abnormal immune cell physiology		1.642E-84	1.981E-81	1.839E-80	9.904E-81	302	1270
6	MP:0002442	abnormal leukocyte physiology		6.087E-84	6.120E-81	5.681E-80	3.672E-80	298	1244
7	MP:0012382	abnormal blood cell physiology		1.741E-83	1.501E-80	1.393E-79	1.050E-79	310	1346
8	MP:0001545	abnormal hematopoietic system physiology		1.462E-81	1.103E-78	1.024E-77	8.823E-78	317	1426
9	MP:0001846	increased inflammatory response		9.953E-75	6.672E-72	6.193E-71	6.004E-71	239	890
10	MP:0002419	abnormal innate immunity		5.149E-73	3.107E-70	2.884E-69	3.107E-69	183	540
11	MP:0003009	abnormal cytokine secretion		2.306E-71	1.265E-68	1.174E-67	1.391E-67	187	575
12	MP:0002452	abnormal professional antigen presenting cell physiology		1.198E-64	6.023E-62	5.591E-61	7.228E-61	221	856
13	MP:0008835	abnormal intercellular signaling peptide or protein level		1.179E-63	5.472E-61	5.079E-60	7.114E-60	141	364
14	MP:0008713	abnormal cytokine level		1.883E-62	8.115E-60	7.533E-59	1.136E-58	138	355
15	MP:0001844	autoimmune response		4.830E-61	1.943E-58	1.803E-57	2.914E-57	134	342
16	MP:0002498	abnormal acute inflammation		6.988E-61	2.635E-58	2.446E-57	4.216E-57	124	293
17	MP:0005005	abnormal self tolerance		1.132E-60	4.016E-58	3.728E-57	6.828E-57	134	344
18	MP:0005000	abnormal immune tolerance		2.426E-60	8.130E-58	7.546E-57	1.463E-56	135	351
19	MP:0001876	decreased inflammatory response		3.446E-60	1.094E-57	1.016E-56	2.079E-56	111	236
20	MP:0005025	abnormal response to infection		9.394E-60	2.834E-57	2.630E-56	5.667E-56	171	562
21	MP:0003945	abnormal lymphocyte physiology		1.174E-59	3.373E-57	3.130E-56	7.082E-56	222	914
22	MP:0002425	altered susceptibility to autoimmune disorder		4.892E-58	1.341E-55	1.245E-54	2.951E-54	117	273
23	MP:0001793	altered susceptibility to infection		5.231E-55	1.372E-52	1.274E-51	3.156E-51	159	524
24	MP:0008751	abnormal interleukin level		2.477E-52	6.226E-50	5.779E-49	1.494E-48	105	243
25	MP:0008568	abnormal interleukin secretion		3.396E-52	8.196E-50	7.608E-49	2.049E-48	139	424
26	MP:0000716	abnormal immune system cell morphology		1.796E-51	4.167E-49	3.868E-48	1.083E-47	280	1501
27	MP:0008246	abnormal leukocyte morphology		2.114E-51	4.723E-49	4.384E-48	1.275E-47	278	1484
28	MP:0008250	abnormal myeloid leukocyte morphology		1.765E-50	3.803E-48	3.530E-47	1.065E-46	181	711
29	MP:0000217	abnormal leukocyte cell number		1.570E-49	3.267E-47	3.032E-46	9.474E-46	253	1291
30	MP:0002451	abnormal macrophage physiology		2.327E-49	4.679E-47	4.343E-46	1.404E-45	125	363
31	MP:0001800	abnormal humoral immune response		1.443E-47	2.809E-45	2.608E-44	8.708E-44	145	496
32	MP:0002406	increased susceptibility to infection		4.878E-47	9.197E-45	8.537E-44	2.943E-43	134	432
33	MP:0005087	decreased acute inflammation		1.590E-46	2.907E-44	2.699E-43	9.594E-43	85	178
34	MP:0011180	abnormal hematopoietic cell number		3.333E-45	5.915E-43	5.490E-42	2.011E-41	267	1483
35	MP:0010210	abnormal circulating cytokine level		3.639E-45	6.272E-43	5.822E-42	2.195E-41	103	270
36	MP:0002459	abnormal B cell physiology		3.760E-45	6.301E-43	5.849E-42	2.268E-41	152	563
37	MP:0013656	abnormal hematopoietic cell morphology		1.414E-44	2.305E-42	2.140E-41	8.528E-41	310	1905
38	MP:0002444	abnormal T cell physiology		1.722E-44	2.733E-42	2.537E-41	1.039E-40	153	576
39	MP:0000685	abnormal immune system morphology		7.025E-44	1.087E-41	1.009E-40	4.238E-40	302	1839
40	MP:0008247	abnormal mononuclear cell morphology		8.487E-44	1.280E-41	1.188E-40	5.120E-40	245	1308
41	MP:0002441	abnormal granulocyte morphology		6.046E-43	8.896E-41	8.258E-40	3.647E-39	125	409
42	MP:0005164	abnormal response to injury		7.737E-43	1.111E-40	1.032E-39	4.668E-39	131	447
43	MP:0008469	abnormal protein level		1.869E-42	2.623E-40	2.434E-39	1.128E-38	183	815
44	MP:0002490	abnormal immunoglobulin level		2.118E-42	2.857E-40	2.652E-39	1.277E-38	132	457
45	MP:0008555	abnormal interferon secretion		2.131E-42	2.857E-40	2.652E-39	1.285E-38	102	281
46	MP:0001657	abnormal induced morbidity/mortality		5.293E-42	6.941E-40	6.443E-39	3.193E-38	141	519
47	MP:0008559	abnormal interferon-gamma secretion		1.416E-41	1.818E-39	1.687E-38	8.542E-38	94	244
48	MP:0020201	abnormal granulocyte number		5.770E-41	7.253E-39	6.732E-38	3.481E-37	118	382
49	MP:0008588	abnormal circulating interleukin level		1.639E-40	2.018E-38	1.873E-37	9.887E-37	85	205
50	MP:0005351	decreased susceptibility to autoimmune disorder		3.585E-40	4.326E-38	4.016E-37	2.163E-36	76	165
7: Pathway [Display Chart] 2231 annotations before applied cutoff / 10916 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	83051	Cytokine-cytokine receptor interaction	BioSystems: KEGG	4.718E-68	1.053E-64	8.724E-64	1.053E-64	115	265
2	842771	Inflammatory bowel disease (IBD)	BioSystems: KEGG	2.584E-43	2.883E-40	2.389E-39	5.766E-40	49	69
3	83077	Jak-STAT signaling pathway	BioSystems: KEGG	6.137E-29	4.564E-26	3.782E-25	1.369E-25	57	156
4	144181	Leishmaniasis	BioSystems: KEGG	8.008E-27	4.467E-24	3.702E-23	1.787E-23	39	76
5	M5883	Genes encoding secreted soluble factors	MSigDB C2: MIT	1.927E-26	8.597E-24	7.125E-23	4.298E-23	82	344
6	M5885	Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors	MSigDB C2: MIT	7.471E-26	2.778E-23	2.302E-22	1.667E-22	128	753
7	213780	Tuberculosis	BioSystems: KEGG	5.585E-25	1.780E-22	1.475E-21	1.246E-21	57	182
