tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	23274	0	live	CLEC16A	Gop-1, KIAA0350	C-type lectin domain family 16 member A	C-type lectin domain family 16, member A	16p13.13	16	NC_000016.10	10944488	11193278	plus	33	611303	
9606	Homo sapiens	59277	0	live	NTN4	PRO3091	netrin 4	beta-netrin|hepar-derived netrin-like protein	12q22	12	NC_000012.12	95657807	95790787	minus	11	610401	
9606	Homo sapiens	11136	0	live	SLC7A9	BAT1, CSNU3	solute carrier family 7 member 9	b(0,+)AT|glycoprotein-associated amino acid transporter b0,+AT1|solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9|solute carrier family 7 (cationic amino acid transporter, y+ system), member 9|solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	19q13.1	19	NC_000019.10	32830511	32870167	minus	13	604144	
9606	Homo sapiens	57162	0	live	PELI1		pellino E3 ubiquitin protein ligase 1	pellino homolog 1|pellino-1|pellino-related intracellular-signaling molecule|protein pellino homolog 1	2p13.3	2	NC_000002.12	64092652	64144471	minus	11	614797	
9606	Homo sapiens	22891	0	live	ZNF365	Su48, UAND, ZNF365	zinc finger protein 365	protein su48|talanin	10q21.2	10	NC_000010.11	62374157	62672011	plus	18	607818	
9606	Homo sapiens	8807	0	live	IL18RAP	ACPL, CD218b, CDw218b, IL-18R-beta, IL-18RAcP, IL-18Rbeta, IL-1R-7, IL-1R7, IL-1RAcPL, IL18RB	interleukin 18 receptor accessory protein	CD218 antigen-like family member B|IL-18 receptor accessory protein|IL-18 receptor beta|cluster of differentiation w218b|interleukin-1 receptor 7|interleukin-18 receptor beta	2q12	2	NC_000002.12	102418558	102452568	plus	14	604509	
9606	Homo sapiens	79755	0	live	ZNF750	ZFP750	zinc finger protein 750	protein ZNF750	17q25.3	17	NC_000017.11	82829434	82840055	minus	3	610226	
9606	Homo sapiens	5089	0	live	PBX2	G17, HOX12MHC, PBX2	pre-B-cell leukemia homeobox 2	XXbac-BPG300A18.13|homeobox 12|homeobox protein PBX2	6p21.3	6	NC_000006.12	32184733	32190186	minus	9	176311	
9606	Homo sapiens	2615	0	live	LRRC32	D11S833E, GARP	leucine rich repeat containing 32	garpin|glycoprotein A repetitions predominant	11q13.5-q14	11	NC_000011.10	76657524	76670946	minus	4	137207	
9606	Homo sapiens	10665	0	live	C6orf10	TSBP	chromosome 6 open reading frame 10	testis specific basic protein	6p21.3	6	NC_000006.12	32288541	32372114	minus	31		
9606	Homo sapiens	6307	0	live	MSMO1	DESP4, ERG25, MCCPD, SC4MOL	methylsterol monooxygenase 1	C-4 methylsterol oxidase	4q32-q34	4	NC_000004.12	165327666	165343164	plus	6	607545	
9606	Homo sapiens	1388	0	live	ATF6B	CREB-RP, CREBL1, G13	activating transcription factor 6 beta	Creb-related protein|cAMP response element-binding protein-related protein|cAMP responsive element binding protein-like 1|cAMP-dependent transcription factor ATF-6 beta|cAMP-responsive element-binding protein-like 1|protein G13	6p21.3	6	NC_000006.12	32115268	32128240	minus	18	600984	
9606	Homo sapiens	5203	0	live	PFDN4	C1, PFD4	prefoldin subunit 4	prefoldin 4|protein C-1	20q13.2	20	NC_000020.11	54207963	54219953	plus	4	604898	
9606	Homo sapiens	151887	0	live	CCDC80	DRO1, SSG1, URB, okuribin	coiled-coil domain containing 80	down-regulated by oncogenes protein 1|nuclear envelope protein okuribin|steroid sensitive gene 1|up-regulated in BRS-3 deficient mouse homolog	3q13.2	3	NC_000003.12	112604386	112641143	minus	8	608298	
9606	Homo sapiens	63940	0	live	GPSM3	AGS4, C6orf9, G18, G18.1a, G18.1b, G18.2, NG1	G-protein signaling modulator 3	G-protein signaling modulator 3 (AGS3-like, C. elegans)|G-protein signalling modulator 3 (AGS3-like, C. elegans)|activator of G-protein signaling 4	6p21.3	6	NC_000006.12	32190766	32195523	minus	8		
9606	Homo sapiens	338322	0	live	NLRP10	CLR11.1, NALP10, NOD8, PAN5, PYNOD	NLR family, pyrin domain containing 10	NACHT, leucine rich repeat and PYD containing 10|nucleotide-binding oligomerization domain protein 8|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 10	11p15.4	11	NC_000011.10	7959023	7965424	minus	3	609662	
9606	Homo sapiens	65986	0	live	ZBTB10	RINZF	zinc finger and BTB domain containing 10	zinc finger protein RIN ZF|zinc finger protein RINZF	8q13-q21.1	8	NC_000008.11	80485619	80526265	plus	7		
9606	Homo sapiens	284382	0	live	ACTL9	HSD21	actin like 9	actin-like 9	19p13.2	19	NC_000019.10	8697397	8698830	minus	1		
9606	Homo sapiens	84890	0	live	ADO	C10orf22	2-aminoethanethiol (cysteamine) dioxygenase	cysteamine (2-aminoethanethiol) dioxygenase (ADO)|cysteamine dioxygenase	10q21.3	10	NC_000010.11	62804756	62808479	plus	1	611392	
9606	Homo sapiens	26496	0	live	OR10A3	HSHTPCRX12, HTPCRX12	olfactory receptor family 10 subfamily A member 3	olfactory receptor OR11-97|olfactory receptor, family 10, subfamily A, member 3	11p15.4	11	NC_000011.10	7938576	7939520	minus	1		
9606	Homo sapiens	7124	0	live	TNF	DIF-alpha, TNFA, TNFSF2, TNLG1F, TNF	tumor necrosis factor	APC1 protein|TNF, macrophage-derived|TNF, monocyte-derived|TNF-a|cachectin|tumor necrosis factor ligand 1F|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-alpha	6p21.3	6	NC_000006.12	31575567	31578336	plus	4	191160	
9606	Homo sapiens	339400	0	live	FLG-AS1		FLG antisense RNA 1	FLG antisense RNA 1 (non-protein coding)	1q21.3	1	NC_000001.11	152313459	152366692	plus	8		
9606	Homo sapiens	100532737	0	live	ATP6V1G2-DDX39B		ATP6V1G2-DDX39B readthrough (NMD candidate)	ATP6V1G2-DDX39B readthrough (non-protein coding)	6p	6	NC_000006.12	31530219	31546848	minus	13		
9606	Homo sapiens	100302281	0	live	MIR1208	MIRN1208, hsa-mir-1208	microRNA 1208		8q24.21	8	NC_000008.11	128150116	128150188	plus	1		
9606	Homo sapiens	100132594	0	live	PGAM1P5		phosphoglycerate mutase 1 pseudogene 5		12q22	12	NC_000012.12	95649255	95673999	plus	5		
9606	Homo sapiens	101927774	0	live	LINC00824	LINC01263	long intergenic non-protein coding RNA 824	long intergenic non-protein coding RNA 1263	8q24.21	8	NC_000008.11	128405269	128564679	minus	10		
9606	Homo sapiens	101927260	0	live	LOC101927260		uncharacterized LOC101927260			2	NC_000002.12	111221749	111248237	minus	4		
9606	Homo sapiens	3458	0	live	IFNG	IFG, IFI	interferon, gamma	IFN-gamma|immune interferon	12q14	12	NC_000012.12	68154770	68159741	minus	4	147570	
9606	Homo sapiens	7097	0	live	TLR2	CD282, TIL4	toll like receptor 2	toll/interleukin-1 receptor-like protein 4	4q32	4	NC_000004.12	153684256	153706091	plus	4	603028	
9606	Homo sapiens	3605	0	live	IL17A	CTLA-8, CTLA8, IL-17, IL-17A, IL17	interleukin 17A	cytotoxic T-lymphocyte-associated antigen 8|cytotoxic T-lymphocyte-associated protein 8|interleukin 17 (cytotoxic T-lymphocyte-associated serine esterase 8)	6p12	6	NC_000006.12	52186387	52190638	plus	3	603149	
9606	Homo sapiens	6361	0	live	CCL17	A-152E5.3, ABCD-2, SCYA17, TARC	C-C motif chemokine ligand 17	CC chemokine TARC|T cell-directed CC chemokine|chemokine (C-C motif) ligand 17|small inducible cytokine subfamily A (Cys-Cys), member 17|small-inducible cytokine A17|thymus and activation-regulated chemokine	16q13	16	NC_000016.10	57396190	57416063	plus	6	601520	
9606	Homo sapiens	3586	0	live	IL10	CSIF, GVHDS, IL-10A, TGIF, IL10	interleukin 10	T-cell growth inhibitory factor|cytokine synthesis inhibitory factor	1q31-q32	1	NC_000001.11	206767602	206774607	minus	6	124092	
9606	Homo sapiens	386653	0	live	IL31	IL-31	interleukin 31		12q24.31	12	NC_000012.12	122172030	122182963	minus	4	609509	
9606	Homo sapiens	85480	0	live	TSLP		thymic stromal lymphopoietin		5q22.1	5	NC_000005.10	111070080	111078024	plus	6	607003	
9606	Homo sapiens	3606	0	live	IL18	IGIF, IL-18, IL-1g, IL1F4	interleukin 18	IFN-gamma-inducing factor|IL-1 gamma|iboctadekin|interleukin 18 (interferon-gamma-inducing factor)|interleukin-1 gamma	11q23.1	11	NC_000011.10	112143251	112164117	minus	6	600953	
9606	Homo sapiens	6367	0	live	CCL22	A-152E5.1, ABCD-1, DC/B-CK, MDC, SCYA22, STCP-1	C-C motif chemokine ligand 22	CC chemokine STCP-1|MDC(1-69)|chemokine (C-C motif) ligand 22|macrophage-derived chemokine|small inducible cytokine A22|small inducible cytokine subfamily A (Cys-Cys), member 22|small-inducible cytokine A22|stimulated T cell chemotactic protein 1|stimulated T-cell chemotactic protein 1	16q13	16	NC_000016.10	57358783	57366190	plus	3	602957	
9606	Homo sapiens	3565	0	live	IL4	BCGF-1, BCGF1, BSF-1, BSF1, IL-4	interleukin 4	B cell growth factor 1|B_cell stimulatory factor 1|binetrakin|interleukin 4 variant 2|lymphocyte stimulatory factor 1|pitrakinra	5q31.1	5	NC_000005.10	132673986	132682678	plus	4	147780	
9606	Homo sapiens	50616	0	live	IL22	IL-21, IL-22, IL-D110, IL-TIF, ILTIF, TIFIL-23, TIFa, zcyto18	interleukin 22	IL-10-related T-cell-derived inducible factor|IL-10-related T-cell-derived-inducible factor|cytokine Zcyto18	12q15	12	NC_000012.12	68248245	68253501	minus	5	605330	
9606	Homo sapiens	7099	0	live	TLR4	ARMD10, CD284, TLR-4, TOLL	toll like receptor 4	hToll|homolog of Drosophila toll	9q33.1	9	NC_000009.12	117704175	117717491	plus	4	603030	
9606	Homo sapiens	10850	0	live	CCL27	ALP, CTACK, CTAK, ESKINE, ILC, PESKY, SCYA27	C-C motif chemokine ligand 27	CC chemokine ILC|IL-11 R-alpha-locus chemokine|IL-11 Ralpha-locus chemokine|chemokine (C-C motif) ligand 27|cutaneous T-cell attracting chemokine|cutaneous T-cell-attracting chemokine|skinkine|small inducible cytokine subfamily A (Cys-Cys), member 27|small-inducible cytokine A27	9p13	9	NC_000009.12	34661883	34662692	minus	3	604833	
9606	Homo sapiens	11005	0	live	SPINK5	LEKTI, LETKI, NETS, NS, VAKTI	serine peptidase inhibitor, Kazal type 5	lympho-epithelial Kazal-type-related inhibitor|lymphoepithelial Kazal-type-related inhibitor	5q32	5	NC_000005.10	148025688	148137366	plus	35	605010	
9606	Homo sapiens	7053	0	live	TGM3	TGE	transglutaminase 3	E polypeptide, protein-glutamine-gamma-glutamyltransferase|TG(E)|TGase E|TGase-3|transglutaminase E|transglutaminase-3	20q11.2	20	NC_000020.11	2295967	2341079	plus	13	600238	
13616	Monodelphis domestica	100619505	0	live	FAF2		Fas associated factor family member 2			1	NC_008801.1	381641114	381720512	plus	13		
10090	Mus musculus	14246	0	live	Flg	AW107830, ft	filaggrin	fillagrin|keratin intermediate filament-associated protein|profilaggrin	3 40.16 cM	3	NC_000069.6	93273546	93293689	plus	4		
9606	Homo sapiens	90865	0	live	IL33	C9orf26, DVS27, IL1F11, NF-HEV, NFEHEV	interleukin 33	DVS27-related protein|interleukin-1 family member 11|nuclear factor for high endothelial venules|nuclear factor from high endothelial venules	9p24.1	9	NC_000009.12	6215149	6257983	plus	11	608678	
9606	Homo sapiens	2205	0	live	FCER1A	FCE1A, FcERI	Fc fragment of IgE receptor Ia	Fc IgE receptor, alpha polypeptide|Fc epsilon RI alpha-chain|Fc epsilon receptor Ia|Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide|Fc-epsilon RI-alpha|high affinity immunoglobulin epsilon receptor alpha-subunit|igE Fc receptor subunit alpha|immunoglobulin E receptor, high-affinity, of mast cells, alpha polypeptide	1q23	1	NC_000001.11	159283888	159308224	plus	7	147140	
9606	Homo sapiens	627	0	live	BDNF	ANON2, BULN2	brain-derived neurotrophic factor	abrineurin|neurotrophin	11p13	11	NC_000011.10	27654893	27722058	minus	12	113505	
37293	Aotus nancymaae	105726814	0	live	FAF2		Fas associated factor family member 2			Un							
9940	Ovis aries	101117757	0	live	FAF2		Fas associated factor family member 2			5	NC_019462.2	35355711	35424418	plus	12		
610380	Harpegnathos saltator	105187210	0	live	LOC105187210	EAI_06525	FAS-associated factor 2	UBX domain-containing protein 8-A		Un							
9606	Homo sapiens	50943	0	live	FOXP3	AIID, DIETER, IPEX, JM2, PIDX, XPID	forkhead box P3	FOXP3delta7|immune dysregulation, polyendocrinopathy, enteropathy, X-linked|immunodeficiency, polyendocrinopathy, enteropathy, X-linked|scurfin	Xp11.23	X	NC_000023.11	49250436	49269727	minus	14	300292	
9606	Homo sapiens	3552	0	live	IL1A	IL-1A, IL1, IL1-ALPHA, IL1F1	interleukin 1 alpha	IL-1 alpha|hematopoietin-1|interleukin 1, alpha|preinterleukin 1 alpha|pro-interleukin-1-alpha	2q14	2	NC_000002.12	112773915	112785394	minus	7	147760	
9606	Homo sapiens	10	0	live	NAT2	AAC2, NAT-2, PNAT	N-acetyltransferase 2 (arylamine N-acetyltransferase)	N-acetyltransferase type 2|arylamide acetylase 2	8p22	8	NC_000008.11	18391245	18401219	plus	3	612182	
9606	Homo sapiens	4803	0	live	NGF	Beta-NGF, HSAN5B, NGF	nerve growth factor	nerve growth factor (beta polypeptide)|nerve growth factor, beta subunit	1p13.1	1	NC_000001.11	115285916	115338384	minus	5	162030	
9913	Bos taurus	767948	0	live	FAF2	UBX8, UBXD8	Fas associated factor family member 2	UBX domain containing 8|UBX domain-containing protein 8		7	AC_000164.1	39268342	39340178	plus	13		
9615	Canis lupus familiaris	489102	0	live	FAF2	UBXD8	Fas associated factor family member 2	UBX domain containing 8		4	NC_006586.3	36819754	36890889	minus	13		
9823	Sus scrofa	100523721	0	live	FAF2		Fas associated factor family member 2			2	NC_010444.3	83006522	83055934	minus	13		
9172	Sturnus vulgaris	106852993	0	live	FAF2		Fas associated factor family member 2			Un							
9793	Equus asinus	106821922	0	live	FAF2		Fas associated factor family member 2			Un							
30608	Microcebus murinus	105880463	0	live	FAF2		Fas associated factor family member 2			Un							
9798	Equus przewalskii	103566884	0	live	FAF2		Fas associated factor family member 2			Un	NW_007677052.1	12962	72385	plus	13		
59463	Myotis lucifugus	102441457	0	live	FAF2		Fas associated factor family member 2			Un							
109478	Myotis brandtii	102261469	0	live	FAF2	D623_10032524	Fas associated factor family member 2	FAS-associated factor 2		Un							
345164	Falco cherrug	102050096	0	live	FAF2		Fas associated factor family member 2			Un							
43179	Ictidomys tridecemlineatus	101959547	0	live	Faf2		Fas associated factor family member 2			Un							
9978	Ochotona princeps	101526083	0	live	FAF2		Fas associated factor family member 2			Un							
9606	Homo sapiens	1672	0	live	DEFB1	BD1, DEFB-101, HBD1, DEFB1	defensin beta 1	BD-1|beta defensin 1|beta-defensin-1|defensin, beta 1	8p23.1	8	NC_000008.11	6870575	6878007	minus	2	602056	
9606	Homo sapiens	3603	0	live	IL16	LCF, NIL16, PRIL16, prIL-16	interleukin 16	lymphocyte chemoattractant factor|neuronal interleukin 16|prointerleukin 16	15q26.3	15	NC_000015.10	81182600	81312763	plus	21	603035	
9606	Homo sapiens	7051	0	live	TGM1	ARCI1, ICR2, KTG, LI, LI1, TGASE, TGK	transglutaminase 1	K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase|TG(K)|TGase K|TGase-1|epidermal TGase|transglutaminase 1 isoform|transglutaminase K|transglutaminase, keratinocyte|transglutaminase-1	14q11.2	14	NC_000014.9	24249114	24263210	minus	15	190195	
7227	Drosophila melanogaster	35129	0	live	Faf2	Dmel_CG10372, CG10372, Dmel\CG10372, FFAF, Faf, GT#49	Fas-associated factor	CG10372-PA|CG10372-PB|Faf2-PA|Faf2-PB|Fly Fas-associated factor|UBX domain 8 like	37A1-37A1	2L	NT_033779.5	18706010	18708688	minus	3		
10090	Mus musculus	53603	0	live	Tslp		thymic stromal lymphopoietin	thymic stroma-derived lymphopoietin	18 18.12 cM	18	NC_000084.6	32815383	32819799	plus	5		
9606	Homo sapiens	3578	0	live	IL9	HP40, IL-9, P40	interleukin 9	T-cell growth factor p40|cytokine P40|homolog of mouse T cell and mast cell growth factor 40|p40 T-cell and mast cell growth factor|p40 cytokine	5q31.1	5	NC_000005.10	135892246	135895827	minus	5	146931	
9606	Homo sapiens	7422	0	live	VEGFA	MVCD1, VEGF, VPF	vascular endothelial growth factor A	vascular endothelial growth factor A121|vascular endothelial growth factor A165|vascular permeability factor	6p12	6	NC_000006.12	43770209	43786487	plus	9	192240	
9606	Homo sapiens	59340	0	live	HRH4	AXOR35, BG26, GPCR105, GPRv53, H4, H4R, HH4R	histamine receptor H4	G-protein coupled receptor 105|SP9144|pfi-013	18q11.2	18	NC_000018.10	24460568	24487427	plus	5	606792	
9606	Homo sapiens	5650	0	live	KLK7	PRSS6, SCCE, hK7	kallikrein related peptidase 7	kallikrein 7 (chymotryptic, stratum corneum)|kallikrein-related peptidase 7|serine protease 6|signal protein|stratum corneum chymotryptic enzyme	19q13.41	19	NC_000019.10	50976479	50984064	minus	7	604438	
9606	Homo sapiens	6532	0	live	SLC6A4	5-HTT, 5-HTTLPR, 5HTT, HTT, OCD1, SERT, SERT1, hSERT	solute carrier family 6 member 4	5-hydroxytryptamine (serotonin) transporter|5HT transporter|Na+/Cl- dependent serotonin transporter|serotonin transporter 1|solute carrier family 6 (neurotransmitter transporter), member 4|solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	17q11.2	17	NC_000017.11	30194319	30235968	minus	15	182138	
10090	Mus musculus	15978	0	live	Ifng	IFN-g, Ifg	interferon gamma	IFN-gamma|gamma interferon	10 66.75 cM	10	NC_000076.6	118441047	118445892	plus	4		
9606	Homo sapiens	6774	0	live	STAT3	ADMIO, APRF, HIES	signal transducer and activator of transcription 3 (acute-phase response factor)	DNA-binding protein APRF|acute-phase response factor	17q21.31	17	NC_000017.11	42313324	42388503	minus	24	102582	
9606	Homo sapiens	2944	0	live	GSTM1	GST1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1, GSTM1	glutathione S-transferase mu 1	GST HB subunit 4|GST class-mu 1|HB subunit 4|S-(hydroxyalkyl)glutathione lyase|glutathione S-alkyltransferase|glutathione S-aralkyltransferase|glutathione S-aryltransferase|glutathione S-transferase M1	1p13.3	1	NC_000001.11	109687796	109693745	plus	8	138350	
10090	Mus musculus	16193	0	live	Il6	Il-6	interleukin 6	B-cell hybridoma growth factor|interleukin HP-1	5 15.7 cM	5	NC_000071.6	30013161	30019968	plus	5		
9598	Pan troglodytes	462289	0	live	FAF2	UBXD8	Fas associated factor family member 2	UBX domain containing 8		5	NC_006472.3	177513233	177578730	plus	11		
7868	Callorhinchus milii	103186952	0	live	faf2		Fas associated factor family member 2	FAS-associated factor 2		Un	NW_006890209.1	539709	581300	plus	11		
9669	Mustela putorius furo	101679589	0	live	FAF2		Fas associated factor family member 2			Un							
10029	Cricetulus griseus	100767643	0	live	Faf2	I79_003917	Fas associated factor family member 2	FAS-associated factor 2		3	NW_003613681.1	1576327	1604488	minus	11		
9994	Marmota marmota marmota	107144706	0	live	Faf2		Fas associated factor family member 2			Un							
198806	Calidris pugnax	106891558	0	live	FAF2		Fas associated factor family member 2			Un							
8078	Fundulus heteroclitus	105930704	0	live	faf2		Fas associated factor family member 2			Un							
379532	Propithecus coquereli	105822506	0	live	FAF2		Fas associated factor family member 2			Un							
9545	Macaca nemestrina	105480940	0	live	FAF2		Fas associated factor family member 2			Un							
9838	Camelus dromedarius	105099572	0	live	FAF2		Fas associated factor family member 2			Un							
885580	Fukomys damarensis	104860830	0	live	Faf2	H920_04423	Fas associated factor family member 2	FAS-associated factor 2		Un							
29073	Ursus maritimus	103664461	0	live	FAF2		Fas associated factor family member 2			Un	NW_007907126.1	990812	1055539	minus	12		
482537	Galeopterus variegatus	103604394	0	live	FAF2		Fas associated factor family member 2			Un	NW_007731229.1	60341	125224	minus	12		
60711	Chlorocebus sabaeus	103245029	0	live	FAF2		Fas associated factor family member 2			23	NC_023664.1	78421558	78515671	plus	12		
74533	Panthera tigris altaica	102962827	0	live	FAF2		Fas associated factor family member 2	FAS-associated factor 2		Un							
