1: GO: Molecular Function [Display Chart] 2346 annotations before applied cutoff / 18638 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
35	GO:0023056	positive regulation of signaling		6.827E-43	1.809E-40	1.757E-39	6.332E-39	299	1682
36	GO:0000904	cell morphogenesis involved in differentiation		9.716E-43	2.503E-40	2.431E-39	9.012E-39	230	1121
37	GO:0051050	positive regulation of transport		1.275E-42	3.196E-40	3.104E-39	1.183E-38	217	1023
38	GO:0043269	regulation of ion transport		1.576E-42	3.847E-40	3.737E-39	1.462E-38	165	651
39	GO:2000026	regulation of multicellular organismal development		2.009E-42	4.778E-40	4.641E-39	1.864E-38	309	1777
40	GO:0000902	cell morphogenesis		5.114E-40	1.186E-37	1.152E-36	4.743E-36	280	1574
41	GO:0050806	positive regulation of synaptic transmission		1.497E-39	3.386E-37	3.289E-36	1.388E-35	72	148
42	GO:0060284	regulation of cell development		2.114E-38	4.668E-36	4.533E-35	1.960E-34	200	954
43	GO:0032989	cellular component morphogenesis		3.080E-38	6.644E-36	6.453E-35	2.857E-34	286	1660
44	GO:0042391	regulation of membrane potential		4.642E-38	9.785E-36	9.504E-35	4.305E-34	116	382
45	GO:0051240	positive regulation of multicellular organismal process		1.243E-37	2.562E-35	2.489E-34	1.153E-33	275	1577
46	GO:0070997	neuron death		2.247E-37	4.532E-35	4.401E-34	2.085E-33	107	335
47	GO:0050803	regulation of synapse structure or activity		3.851E-37	7.468E-35	7.254E-34	3.572E-33	94	265
48	GO:0045595	regulation of cell differentiation		3.865E-37	7.468E-35	7.254E-34	3.585E-33	283	1656
49	GO:1901214	regulation of neuron death		2.851E-36	5.396E-34	5.241E-33	2.644E-32	99	298
50	GO:0014070	response to organic cyclic compound		3.130E-36	5.806E-34	5.639E-33	2.903E-32	186	879
3: GO: Cellular Component [Display Chart] 942 annotations before applied cutoff / 19014 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	GO:0043005	neuron projection		1.728E-116	1.628E-113	1.209E-112	1.628E-113	343	1140
2	GO:0097458	neuron part		7.384E-116	3.478E-113	2.582E-112	6.955E-113	392	1467
3	GO:0045202	synapse		3.964E-90	1.245E-87	9.243E-87	3.734E-87	256	812
4	GO:0036477	somatodendritic compartment		1.594E-87	3.754E-85	2.788E-84	1.502E-84	258	844
5	GO:0044456	synapse part		3.427E-85	6.456E-83	4.794E-82	3.228E-82	221	645
6	GO:0030424	axon		8.776E-83	1.378E-80	1.023E-79	8.267E-80	196	525
7	GO:0044297	cell body		3.585E-73	4.824E-71	3.582E-70	3.377E-70	210	667
8	GO:0098794	postsynapse		1.541E-67	1.814E-65	1.347E-64	1.451E-64	159	422
9	GO:0043025	neuronal cell body		1.741E-66	1.822E-64	1.353E-63	1.640E-63	189	594
10	GO:0098589	membrane region		1.429E-64	1.346E-62	9.998E-62	1.346E-61	284	1246
11	GO:0044463	cell projection part		5.343E-61	4.575E-59	3.398E-58	5.033E-58	257	1092
12	GO:0030425	dendrite		9.999E-59	7.849E-57	5.829E-56	9.419E-56	175	571
13	GO:0098590	plasma membrane region		1.299E-57	9.415E-56	6.991E-55	1.224E-54	242	1024
14	GO:0097060	synaptic membrane		1.364E-53	9.180E-52	6.817E-51	1.285E-50	116	284
15	GO:0014069	postsynaptic density		2.763E-49	1.735E-47	1.289E-46	2.603E-46	100	230
16	GO:0033267	axon part		3.215E-47	1.893E-45	1.406E-44	3.028E-44	106	269
17	GO:0030054	cell junction		2.138E-45	1.185E-43	8.796E-43	2.014E-42	242	1185
18	GO:0045211	postsynaptic membrane		9.468E-45	4.955E-43	3.680E-42	8.919E-42	94	224
19	GO:0043209	myelin sheath		4.802E-38	2.381E-36	1.768E-35	4.523E-35	82	201
20	GO:0031226	intrinsic component of plasma membrane		1.772E-37	8.345E-36	6.197E-35	1.669E-34	282	1655
21	GO:0005887	integral component of plasma membrane		9.345E-37	4.192E-35	3.113E-34	8.803E-34	273	1591
22	GO:0044306	neuron projection terminus		6.692E-31	2.865E-29	2.128E-28	6.304E-28	72	191
23	GO:0043235	receptor complex		7.641E-30	3.130E-28	2.324E-27	7.198E-27	96	334
24	GO:0043679	axon terminus		8.608E-29	3.379E-27	2.509E-26	8.108E-26	67	178
25	GO:0031410	cytoplasmic vesicle		6.400E-26	2.411E-24	1.791E-23	6.029E-23	214	1302
26	GO:0016023	cytoplasmic, membrane-bounded vesicle		7.341E-26	2.660E-24	1.975E-23	6.915E-23	200	1181
27	GO:0098793	presynapse		2.563E-25	8.941E-24	6.639E-23	2.414E-22	64	184
28	GO:0098797	plasma membrane protein complex		1.800E-24	6.057E-23	4.498E-22	1.696E-21	115	521
29	GO:0098857	membrane microdomain		3.130E-23	9.827E-22	7.297E-21	2.948E-20	86	334
30	GO:0045121	membrane raft		3.130E-23	9.827E-22	7.297E-21	2.948E-20	86	334
31	GO:0098796	membrane protein complex		5.395E-23	1.639E-21	1.217E-20	5.082E-20	179	1060
32	GO:0043195	terminal bouton		7.913E-23	2.329E-21	1.730E-20	7.454E-20	46	108
33	GO:0043197	dendritic spine		1.069E-22	3.050E-21	2.265E-20	1.007E-19	54	148
34	GO:0042734	presynaptic membrane		1.945E-22	5.390E-21	4.002E-20	1.833E-19	37	71
35	GO:0044309	neuron spine		2.238E-22	6.023E-21	4.472E-20	2.108E-19	54	150
36	GO:0009986	cell surface		2.898E-22	7.582E-21	5.630E-20	2.730E-19	155	871
37	GO:0032589	neuron projection membrane		3.293E-21	8.385E-20	6.227E-19	3.102E-18	30	49
38	GO:0034702	ion channel complex		7.159E-21	1.775E-19	1.318E-18	6.744E-18	76	293
39	GO:0097481	neuronal postsynaptic density		1.596E-20	3.856E-19	2.863E-18	1.504E-17	35	70
40	GO:0008021	synaptic vesicle		4.298E-19	1.012E-17	7.516E-17	4.048E-16	51	156
41	GO:1902495	transmembrane transporter complex		7.395E-19	1.699E-17	1.262E-16	6.966E-16	78	329
42	GO:0030426	growth cone		2.277E-18	5.035E-17	3.739E-16	2.145E-15	53	173
43	GO:1990351	transporter complex		2.298E-18	5.035E-17	3.739E-16	2.165E-15	78	335
44	GO:0098802	plasma membrane receptor complex		2.355E-18	5.042E-17	3.744E-16	2.218E-15	54	179
45	GO:0044433	cytoplasmic vesicle part		6.287E-18	1.316E-16	9.774E-16	5.923E-15	109	575
46	GO:0030427	site of polarized growth		9.219E-18	1.888E-16	1.402E-15	8.685E-15	53	178
47	GO:0043198	dendritic shaft		1.001E-16	2.006E-15	1.490E-14	9.429E-14	29	60
48	GO:0008328	ionotropic glutamate receptor complex		1.098E-16	2.155E-15	1.600E-14	1.034E-13	27	52
49	GO:0031256	leading edge membrane		2.875E-16	5.526E-15	4.104E-14	2.708E-13	46	149
50	GO:0060076	excitatory synapse		5.505E-15	1.037E-13	7.702E-13	5.186E-12	21	35
4: Human Phenotype [Display Chart] 2693 annotations before applied cutoff / 4309 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	HP:0007086	Social and occupational deterioration		4.661E-24	1.255E-20	1.064E-19	1.255E-20	26	27
2	HP:0100753	Schizophrenia		1.287E-22	1.733E-19	1.469E-18	3.467E-19	30	37
3	HP:0000738	Hallucinations		2.015E-21	1.809E-18	1.533E-17	5.427E-18	49	99
4	HP:0000746	Delusions		3.728E-21	2.510E-18	2.127E-17	1.004E-17	31	42
5	HP:0002353	EEG abnormality		7.934E-12	4.273E-9	3.622E-8	2.137E-8	48	151
6	HP:0002019	Constipation		9.630E-9	4.322E-6	3.663E-5	2.593E-5	43	154
7	HP:0001250	Seizures		1.461E-8	4.880E-6	4.136E-5	3.935E-5	148	864
8	HP:0002063	Rigidity		1.495E-8	4.880E-6	4.136E-5	4.025E-5	28	79
9	HP:0001300	Parkinsonism		1.631E-8	4.880E-6	4.136E-5	4.392E-5	29	84
10	HP:0000716	Depression		3.892E-8	1.048E-5	8.883E-5	1.048E-4	25	68
11	HP:0002322	Resting tremor		5.733E-8	1.404E-5	1.190E-4	1.544E-4	15	28
12	HP:0002067	Bradykinesia		2.744E-7	6.158E-5	5.220E-4	7.390E-4	22	60
13	HP:0002459	Dysautonomia		5.579E-7	1.156E-4	9.796E-4	1.502E-3	15	32
14	HP:0000006	Autosomal dominant inheritance		1.197E-6	2.302E-4	1.951E-3	3.222E-3	255	1793
15	HP:0002172	Postural instability		1.893E-6	3.398E-4	2.880E-3	5.097E-3	17	43
16	HP:0001339	Lissencephaly		2.577E-6	4.337E-4	3.676E-3	6.940E-3	11	20
17	HP:0000726	Dementia		3.015E-6	4.775E-4	4.047E-3	8.118E-3	32	121
18	HP:0011960	Substantia nigra gliosis		3.309E-6	4.950E-4	4.196E-3	8.910E-3	10	17
19	HP:0200134	Epileptic encephalopathy		4.676E-6	6.627E-4	5.617E-3	1.259E-2	16	41
20	HP:0002360	Sleep disturbance		6.867E-6	9.247E-4	7.837E-3	1.849E-2	23	76
21	HP:0000298	Mask-like facies		9.266E-6	1.188E-3	1.007E-2	2.495E-2	19	57
22	HP:0001425	Heterogeneous		1.076E-5	1.317E-3	1.117E-2	2.898E-2	62	319
23	HP:0001336	Myoclonus		1.336E-5	1.564E-3	1.326E-2	3.598E-2	26	95
24	HP:0000751	Personality changes		1.951E-5	2.190E-3	1.856E-2	
25	HP:0100315	Lewy bodies		2.278E-5	2.414E-3	2.046E-2	
26	HP:0002529	Neuronal loss in central nervous system		2.331E-5	2.414E-3	2.046E-2	
27	HP:0001347	Hyperreflexia		2.514E-5	2.508E-3	2.126E-2	
28	HP:0007311	Short stepped shuffling gait		3.320E-5	3.193E-3	2.707E-2	
29	HP:0011999	Paranoia		5.455E-5	5.066E-3	4.293E-2	
30	HP:0001337	Tremor		5.830E-5	5.233E-3	4.436E-2	
31	HP:0001621	Weak voice		1.021E-4	8.649E-3	
32	HP:0003781	Excessive salivation		1.060E-4	8.649E-3	
33	HP:0006549	Unilateral primary pulmonary dysgenesis		1.060E-4	8.649E-3	
34	HP:0000818	Abnormality of the endocrine system		1.572E-4	1.214E-2	
35	HP:0003587	Insidious onset		1.577E-4	1.214E-2	
36	HP:0000718	Aggressive behavior		2.342E-4	1.752E-2	
37	HP:0002510	Spastic tetraplegia		2.472E-4	1.799E-2	
38	HP:0002354	Memory impairment		2.684E-4	1.902E-2	
39	HP:0012841	Retinal vascular tortuosity		3.349E-4	2.313E-2	
40	HP:0001249	Intellectual disability		3.512E-4	2.339E-2	
41	HP:0001257	Spasticity		3.576E-4	2.339E-2	
42	HP:0002072	Chorea		3.648E-4	2.339E-2	
43	HP:0003812	Phenotypic variability		3.858E-4	2.416E-2	
44	HP:0012340	Decreased resting energy expenditure		4.001E-4	2.449E-2	
45	HP:0010982	Polygenic inheritance		5.547E-4	3.320E-2	
46	HP:0000220	Velopharyngeal insufficiency		6.137E-4	3.593E-2	
47	HP:0001332	Dystonia		6.526E-4	3.739E-2	
48	HP:0006716	Hereditary nonpolyposis colorectal carcinoma		6.894E-4	3.868E-2	
49	HP:0000733	Stereotypic behavior		7.695E-4	4.189E-2	
50	HP:0012232	Shortened QT interval		7.795E-4	4.189E-2	
5: Mouse Phenotype [Display Chart] 6463 annotations before applied cutoff / 7867 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	MP:0003633	abnormal nervous system physiology		4.810E-74	3.109E-70	2.907E-69	3.109E-70	428	1557
2	MP:0003635	abnormal synaptic transmission		5.243E-69	1.694E-65	1.584E-64	3.389E-65	232	579
3	MP:0002206	abnormal CNS synaptic transmission		1.100E-67	2.370E-64	2.216E-63	7.110E-64	212	501
4	MP:0002063	abnormal learning/memory/conditioning		5.675E-65	9.170E-62	8.575E-61	3.668E-61	217	537
5	MP:0002572	abnormal emotion/affect behavior		9.871E-58	1.276E-54	1.193E-53	6.380E-54	196	488
6	MP:0002065	abnormal fear/anxiety-related behavior		8.495E-48	9.150E-45	8.557E-44	5.490E-44	137	299
7	MP:0003313	abnormal locomotor activation		7.570E-42	6.989E-39	6.536E-38	4.892E-38	252	887
8	MP:0009745	abnormal behavioral response to xenobiotic		1.405E-41	1.135E-38	1.062E-37	9.084E-38	119	259
9	MP:0001362	abnormal anxiety-related response		4.267E-41	3.064E-38	2.865E-37	2.758E-37	121	269
10	MP:0002062	abnormal associative learning		1.150E-40	7.435E-38	6.952E-37	7.435E-37	115	248
11	MP:0001392	abnormal locomotor behavior		9.168E-38	5.387E-35	5.037E-34	5.925E-34	297	1191
12	MP:0001399	hyperactivity		1.939E-35	1.045E-32	9.768E-32	1.253E-31	129	333
13	MP:0003491	abnormal voluntary movement		1.111E-34	5.524E-32	5.166E-31	7.182E-31	305	1281
14	MP:0002066	abnormal motor capabilities/coordination/movement		6.256E-32	2.888E-29	2.701E-28	4.043E-28	372	1751
15	MP:0002207	abnormal long term potentiation		4.948E-31	2.132E-28	1.994E-27	3.198E-27	90	198
16	MP:0002067	abnormal sensory capabilities/reflexes/nociception		1.235E-29	4.988E-27	4.664E-26	7.980E-26	201	741
17	MP:0001468	abnormal temporal memory		1.326E-28	5.040E-26	4.713E-25	8.568E-25	73	146
18	MP:0001463	abnormal spatial learning		4.274E-28	1.534E-25	1.435E-24	2.762E-24	87	201
19	MP:0002557	abnormal social/conspecific interaction		1.067E-26	3.629E-24	3.394E-23	6.896E-23	109	303
20	MP:0003107	abnormal response to novelty		1.963E-26	6.343E-24	5.931E-23	1.269E-22	87	210
21	MP:0001363	increased anxiety-related response		2.755E-26	8.480E-24	7.930E-23	1.781E-22	78	175
22	MP:0000787	abnormal telencephalon morphology		7.337E-25	2.155E-22	2.016E-21	4.742E-21	175	654
23	MP:0002882	abnormal neuron morphology		1.075E-24	3.021E-22	2.825E-21	6.947E-21	276	1256
24	MP:0000783	abnormal forebrain morphology		1.531E-24	4.122E-22	3.855E-21	9.893E-21	204	822
25	MP:0009748	abnormal behavioral response to addictive substance		1.634E-24	4.224E-22	3.950E-21	1.056E-20	51	87
26	MP:0002064	seizures		2.416E-24	6.005E-22	5.615E-21	1.561E-20	108	316
27	MP:0002152	abnormal brain morphology		4.029E-24	9.645E-22	9.019E-21	2.604E-20	292	1368
28	MP:0020167	abnormal vertical activity		1.912E-23	4.414E-21	4.127E-20	1.236E-19	73	170
29	MP:0001473	reduced long term potentiation		2.448E-23	5.456E-21	5.102E-20	1.582E-19	61	125
30	MP:0001516	abnormal motor coordination/ balance		2.558E-23	5.512E-21	5.154E-20	1.653E-19	175	673
31	MP:0008540	abnormal cerebrum morphology		4.680E-23	9.756E-21	9.123E-20	3.024E-19	138	476
32	MP:0001454	abnormal cued conditioning behavior		9.116E-23	1.841E-20	1.722E-19	5.892E-19	52	96
33	MP:0009357	abnormal seizure response to inducing agent		1.052E-22	2.060E-20	1.926E-19	6.797E-19	71	166
34	MP:0001469	abnormal contextual conditioning behavior		2.678E-21	5.091E-19	4.761E-18	1.731E-17	58	123
35	MP:0001413	abnormal response to new environment		3.124E-21	5.769E-19	5.394E-18	2.019E-17	68	162
36	MP:0003492	abnormal involuntary movement		6.290E-21	1.129E-18	1.056E-17	4.065E-17	178	722
37	MP:0004811	abnormal neuron physiology		6.652E-21	1.162E-18	1.087E-17	4.299E-17	142	521
38	MP:0011479	abnormal catecholamine level		7.302E-21	1.242E-18	1.161E-17	4.719E-17	58	125
39	MP:0001364	decreased anxiety-related response		1.789E-20	2.965E-18	2.773E-17	1.157E-16	54	112
40	MP:0002272	abnormal nervous system electrophysiology		2.428E-20	3.923E-18	3.668E-17	1.569E-16	92	273
41	MP:0009747	impaired behavioral response to xenobiotic		1.018E-19	1.605E-17	1.501E-16	6.580E-16	43	77
42	MP:0013189	abnormal exploration in a new environment		2.273E-19	3.498E-17	3.271E-16	1.469E-15	54	117
43	MP:0001961	abnormal reflex		2.425E-19	3.644E-17	3.408E-16	1.567E-15	151	590
44	MP:0012317	impaired conditioning behavior		2.712E-19	3.983E-17	3.725E-16	1.753E-15	47	92
45	MP:0001968	abnormal touch/ nociception		3.415E-19	4.905E-17	4.587E-16	2.207E-15	90	273
46	MP:0001405	impaired coordination		3.968E-19	5.575E-17	5.214E-16	2.565E-15	107	357
47	MP:0001402	hypoactivity		1.152E-18	1.584E-16	1.481E-15	7.446E-15	110	377
48	MP:0009746	enhanced behavioral response to xenobiotic		1.480E-18	1.992E-16	1.863E-15	9.563E-15	39	68
49	MP:0001970	abnormal pain threshold		4.768E-18	6.289E-16	5.881E-15	3.082E-14	76	217
50	MP:0003088	abnormal prepulse inhibition		1.011E-17	1.307E-15	1.222E-14	6.535E-14	49	106
7: Pathway [Display Chart] 2749 annotations before applied cutoff / 10916 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	106516	Transmission across Chemical Synapses	BioSystems: REACTOME	4.489E-35	1.234E-31	1.049E-30	1.234E-31	88	200
2	198901	SIDS Susceptibility Pathways	BioSystems: WikiPathways	2.780E-32	3.821E-29	3.246E-28	7.642E-29	75	160
3	106513	Neuronal System	BioSystems: REACTOME	2.028E-29	1.859E-26	1.579E-25	5.576E-26	101	293
4	83053	Neuroactive ligand-receptor interaction	BioSystems: KEGG	1.748E-28	1.201E-25	1.021E-24	4.805E-25	96	275
5	106534	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell	BioSystems: REACTOME	1.029E-22	5.659E-20	4.808E-19	2.829E-19	60	144
6	583255	Nicotine addiction	BioSystems: KEGG	7.416E-22	3.398E-19	2.887E-18	2.039E-18	30	40
7	213818	Glutamatergic synapse	BioSystems: KEGG	1.336E-21	5.248E-19	4.459E-18	3.673E-18	52	116
8	547607	Amphetamine addiction	BioSystems: KEGG	1.907E-21	6.553E-19	5.568E-18	5.243E-18	39	68
9	546258	Cocaine addiction	BioSystems: KEGG	7.128E-20	2.177E-17	1.850E-16	1.959E-16	32	50
10	712093	BDNF signaling pathway	BioSystems: WikiPathways	1.426E-19	3.919E-17	3.330E-16	3.919E-16	56	144
11	P00037	Ionotropic glutamate receptor pathway	PantherDB	4.657E-19	1.138E-16	9.666E-16	1.280E-15	30	46
12	739007	Spinal Cord Injury	BioSystems: WikiPathways	4.966E-19	1.138E-16	9.666E-16	1.365E-15	48	112
13	P00026	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PantherDB	8.940E-16	1.876E-13	1.594E-12	2.458E-12	52	150
14	469199	Dopaminergic synapse	BioSystems: KEGG	9.553E-16	1.876E-13	1.594E-12	2.626E-12	48	131
15	672448	Alzheimers Disease	BioSystems: WikiPathways	1.245E-15	2.282E-13	1.939E-12	3.424E-12	36	79
16	477129	Developmental Biology	BioSystems: REACTOME	1.136E-14	1.952E-12	1.658E-11	3.123E-11	97	419
