1: GO: Molecular Function [Display Chart] 1445 annotations before applied cutoff / 18638 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
17	GO:0060548	negative regulation of cell death		8.902E-86	4.205E-83	4.023E-82	7.148E-82	182	1023
18	GO:0051247	positive regulation of protein metabolic process		1.490E-85	6.644E-83	6.357E-82	1.196E-81	226	1645
19	GO:0080134	regulation of response to stress		1.001E-84	4.228E-82	4.045E-81	8.033E-81	217	1523
20	GO:1901700	response to oxygen-containing compound		1.810E-83	7.267E-81	6.954E-80	1.453E-79	226	1684
21	GO:0006468	protein phosphorylation		2.158E-82	8.251E-80	7.895E-79	1.733E-78	239	1915
22	GO:0034097	response to cytokine		2.924E-82	1.067E-79	1.021E-78	2.348E-78	166	872
23	GO:0050776	regulation of immune response		8.099E-82	2.827E-79	2.705E-78	6.502E-78	180	1052
24	GO:0043069	negative regulation of programmed cell death		1.858E-81	6.216E-79	5.947E-78	1.492E-77	171	943
25	GO:0031399	regulation of protein modification process		2.128E-81	6.835E-79	6.540E-78	1.709E-77	236	1886
26	GO:0008284	positive regulation of cell proliferation		4.389E-81	1.355E-78	1.297E-77	3.524E-77	168	911
27	GO:0042325	regulation of phosphorylation		2.913E-80	8.410E-78	8.047E-77	2.339E-76	216	1589
28	GO:0046649	lymphocyte activation		2.933E-80	8.410E-78	8.047E-77	2.355E-76	148	690
29	GO:0032270	positive regulation of cellular protein metabolic process		4.813E-80	1.333E-77	1.275E-76	3.865E-76	213	1547
30	GO:0043066	negative regulation of apoptotic process		1.250E-79	3.345E-77	3.200E-76	1.003E-75	168	930
31	GO:0001932	regulation of protein phosphorylation		2.386E-78	6.179E-76	5.912E-75	1.915E-74	207	1487
32	GO:2000026	regulation of multicellular organismal development		6.022E-78	1.511E-75	1.446E-74	4.835E-74	225	1777
33	GO:0019220	regulation of phosphate metabolic process		3.186E-75	7.750E-73	7.416E-72	2.558E-71	225	1834
34	GO:0051174	regulation of phosphorus metabolic process		1.284E-74	3.033E-72	2.902E-71	1.031E-70	225	1847
35	GO:0002520	immune system development		3.641E-74	8.354E-72	7.993E-71	2.924E-70	162	929
36	GO:1902531	regulation of intracellular signal transduction		1.986E-73	4.429E-71	4.238E-70	1.594E-69	215	1708
37	GO:0048534	hematopoietic or lymphoid organ development		2.495E-72	5.415E-70	5.181E-69	2.003E-68	156	879
38	GO:0007167	enzyme linked receptor protein signaling pathway		2.284E-71	4.826E-69	4.617E-68	1.834E-67	185	1286
39	GO:0031401	positive regulation of protein modification process		3.184E-71	6.555E-69	6.272E-68	2.556E-67	184	1274
40	GO:0051094	positive regulation of developmental process		4.717E-71	9.468E-69	9.059E-68	3.787E-67	184	1277
41	GO:0042327	positive regulation of phosphorylation		1.571E-70	3.076E-68	2.943E-67	1.261E-66	171	1102
42	GO:0009719	response to endogenous stimulus		3.470E-70	6.634E-68	6.347E-67	2.786E-66	213	1744
43	GO:0009611	response to wounding		4.266E-70	7.966E-68	7.622E-67	3.426E-66	171	1109
44	GO:0045937	positive regulation of phosphate metabolic process		5.956E-70	1.063E-67	1.017E-66	4.782E-66	179	1224
45	GO:0010562	positive regulation of phosphorus metabolic process		5.956E-70	1.063E-67	1.017E-66	4.782E-66	179	1224
46	GO:0001934	positive regulation of protein phosphorylation		1.123E-69	1.959E-67	1.875E-66	9.013E-66	167	1061
47	GO:0009891	positive regulation of biosynthetic process		1.624E-69	2.775E-67	2.655E-66	1.304E-65	222	1910
48	GO:0001816	cytokine production		1.800E-69	2.957E-67	2.829E-66	1.445E-65	137	689
49	GO:0022610	biological adhesion		1.804E-69	2.957E-67	2.829E-66	1.449E-65	198	1518
50	GO:1902533	positive regulation of intracellular signal transduction		2.029E-69	3.257E-67	3.117E-66	1.629E-65	165	1038
3: GO: Cellular Component [Display Chart] 712 annotations before applied cutoff / 19014 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	GO:0009986	cell surface		3.218E-62	2.291E-59	1.637E-58	2.291E-59	143	871
2	GO:0098552	side of membrane		1.102E-52	3.924E-50	2.804E-49	7.847E-50	102	502
3	GO:0009897	external side of plasma membrane		1.103E-49	2.618E-47	1.871E-46	7.855E-47	80	309
4	GO:0005615	extracellular space		2.827E-47	5.033E-45	3.597E-44	2.013E-44	161	1431
5	GO:0098857	membrane microdomain		6.285E-23	7.458E-21	5.330E-20	4.475E-20	54	334
6	GO:0045121	membrane raft		6.285E-23	7.458E-21	5.330E-20	4.475E-20	54	334
7	GO:0043235	receptor complex		4.689E-19	4.770E-17	3.409E-16	3.339E-16	49	334
8	GO:0005912	adherens junction		5.608E-19	4.991E-17	3.567E-16	3.993E-16	59	478
9	GO:0070161	anchoring junction		8.263E-19	6.537E-17	4.671E-16	5.883E-16	60	497
10	GO:0005887	integral component of plasma membrane		1.462E-18	1.041E-16	7.439E-16	1.041E-15	119	1591
11	GO:0031226	intrinsic component of plasma membrane		4.258E-18	2.756E-16	1.969E-15	3.031E-15	121	1655
12	GO:0005925	focal adhesion		1.657E-17	9.829E-16	7.024E-15	1.180E-14	51	392
13	GO:0005924	cell-substrate adherens junction		2.848E-17	1.560E-15	1.115E-14	2.028E-14	51	397
14	GO:0030055	cell-substrate junction		4.850E-17	2.467E-15	1.763E-14	3.453E-14	51	402
15	GO:0048471	perinuclear region of cytoplasm		2.213E-16	1.051E-14	7.507E-14	1.576E-13	69	711
16	GO:0098589	membrane region		6.790E-15	3.022E-13	2.159E-12	4.835E-12	94	1246
17	GO:0098802	plasma membrane receptor complex		6.857E-13	2.872E-11	2.052E-10	4.882E-10	29	179
18	GO:0031091	platelet alpha granule		8.992E-12	3.557E-10	2.542E-9	6.402E-9	17	63
19	GO:0030054	cell junction		3.973E-11	1.489E-9	1.064E-8	2.829E-8	82	1185
20	GO:0031093	platelet alpha granule lumen		1.984E-10	7.063E-9	5.047E-8	1.413E-7	14	48
21	GO:0005694	chromosome		5.061E-10	1.716E-8	1.226E-7	3.603E-7	66	907
22	GO:0043025	neuronal cell body		6.161E-10	1.994E-8	1.425E-7	4.387E-7	50	594
23	GO:0031012	extracellular matrix		1.293E-9	4.002E-8	2.860E-7	9.204E-7	41	441
24	GO:0031983	vesicle lumen		1.773E-9	5.259E-8	3.758E-7	1.262E-6	17	86
25	GO:0098797	plasma membrane protein complex		2.067E-9	5.886E-8	4.206E-7	1.472E-6	45	521
26	GO:0036477	somatodendritic compartment		3.136E-9	8.586E-8	6.136E-7	2.232E-6	61	844
27	GO:0044297	cell body		3.979E-9	1.049E-7	7.498E-7	2.833E-6	52	667
28	GO:0019814	immunoglobulin complex		5.798E-9	1.474E-7	1.054E-6	4.128E-6	10	27
29	GO:0060205	cytoplasmic membrane-bounded vesicle lumen		6.501E-9	1.596E-7	1.141E-6	4.629E-6	16	82
30	GO:0034774	secretory granule lumen		9.844E-9	2.336E-7	1.669E-6	7.009E-6	14	63
31	GO:0033256	I-kappaB/NF-kappaB complex		2.904E-8	6.600E-7	4.717E-6	2.068E-5	6	8
32	GO:0044427	chromosomal part		2.966E-8	6.600E-7	4.717E-6	2.112E-5	57	812
33	GO:0000785	chromatin		3.764E-8	8.120E-7	5.803E-6	2.680E-5	40	477
34	GO:0097458	neuron part		4.025E-8	8.429E-7	6.023E-6	2.866E-5	86	1467
35	GO:0019898	extrinsic component of membrane		5.741E-8	1.168E-6	8.346E-6	4.088E-5	28	270
36	GO:0043005	neuron projection		7.109E-8	1.406E-6	1.005E-5	5.062E-5	71	1140
37	GO:0061695	transferase complex, transferring phosphorus-containing groups		1.079E-7	2.076E-6	1.483E-5	7.681E-5	26	245
38	GO:0005667	transcription factor complex		2.002E-7	3.752E-6	2.681E-5	1.426E-4	32	357
39	GO:0005578	proteinaceous extracellular matrix		2.240E-7	4.089E-6	2.922E-5	1.595E-4	33	377
40	GO:0016023	cytoplasmic, membrane-bounded vesicle		2.764E-7	4.920E-6	3.516E-5	1.968E-4	71	1181
41	GO:0031410	cytoplasmic vesicle		3.249E-7	5.643E-6	4.032E-5	2.313E-4	76	1302
42	GO:0042571	immunoglobulin complex, circulating		3.562E-7	6.039E-6	4.315E-5	2.536E-4	8	23
43	GO:0000228	nuclear chromosome		4.124E-7	6.828E-6	4.879E-5	2.936E-4	40	522
44	GO:0044454	nuclear chromosome part		4.905E-7	7.937E-6	5.672E-5	3.492E-4	38	486
45	GO:0045177	apical part of cell		1.006E-6	1.591E-5	1.137E-4	7.160E-4	34	422
46	GO:0000790	nuclear chromatin		1.284E-6	1.987E-5	1.420E-4	9.142E-4	28	314
47	GO:0098562	cytoplasmic side of membrane		1.410E-6	2.136E-5	1.526E-4	1.004E-3	20	179
48	GO:0009898	cytoplasmic side of plasma membrane		1.490E-6	2.210E-5	1.579E-4	1.061E-3	19	164
49	GO:0072562	blood microparticle		3.702E-6	5.379E-5	3.844E-4	2.636E-3	17	143
50	GO:0005911	cell-cell junction		4.762E-6	6.781E-5	4.846E-4	3.390E-3	32	413
4: Human Phenotype [Display Chart] 2135 annotations before applied cutoff / 4309 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	HP:0000006	Autosomal dominant inheritance		2.373E-12	5.066E-9	4.176E-8	5.066E-9	150	1793
2	HP:0006740	Transitional cell carcinoma of the bladder		1.061E-11	1.132E-8	9.333E-8	2.264E-8	15	31
3	HP:0001428	Somatic mutation		6.349E-10	4.518E-7	3.725E-6	1.355E-6	22	87
4	HP:0005584	Renal cell carcinoma		2.951E-9	1.406E-6	1.159E-5	6.301E-6	14	37
5	HP:0001744	Splenomegaly		3.294E-9	1.406E-6	1.159E-5	7.032E-6	36	228
6	HP:0002718	Recurrent bacterial infections		6.999E-9	2.490E-6	2.053E-5	1.494E-5	16	52
7	HP:0002721	Immunodeficiency		8.717E-9	2.659E-6	2.192E-5	1.861E-5	18	67
8	HP:0004313	Hypogammaglobulinemia		7.019E-8	1.873E-5	1.544E-4	1.499E-4	12	33
9	HP:0006716	Hereditary nonpolyposis colorectal carcinoma		9.908E-8	2.350E-5	1.938E-4	2.115E-4	11	28
10	HP:0006519	Alveolar cell carcinoma		1.225E-7	2.616E-5	2.157E-4	2.616E-4	10	23
11	HP:0004808	Acute myeloid leukemia		1.520E-7	2.950E-5	2.432E-4	3.245E-4	11	29
12	HP:0002665	Lymphoma		2.415E-7	4.296E-5	3.541E-4	5.155E-4	13	43
13	HP:0002891	Uterine leiomyosarcoma		3.176E-7	5.215E-5	4.299E-4	6.780E-4	10	25
14	HP:0002716	Lymphadenopathy		3.460E-7	5.277E-5	4.350E-4	7.388E-4	17	75
15	HP:0002664	Neoplasm		5.794E-7	8.247E-5	6.799E-4	1.237E-3	13	46
16	HP:0006753	Neoplasm of the stomach		6.989E-7	9.325E-5	7.688E-4	1.492E-3	11	33
17	HP:0002757	Recurrent fractures		1.097E-6	1.378E-4	1.136E-3	2.343E-3	14	56
18	HP:0002086	Abnormality of the respiratory system		1.586E-6	1.881E-4	1.551E-3	3.387E-3	9	23
19	HP:0100761	Visceral angiomatosis		1.854E-6	2.083E-4	1.718E-3	3.958E-3	6	9
20	HP:0002837	Recurrent bronchitis		3.216E-6	3.433E-4	2.830E-3	6.867E-3	8	19
21	HP:0001054	Numerous nevi		4.423E-6	4.497E-4	3.707E-3	9.444E-3	6	10
22	HP:0004432	Agammaglobulinemia		5.971E-6	5.795E-4	4.777E-3	1.275E-2	7	15
23	HP:0001939	Abnormality of metabolism/homeostasis		8.175E-6	7.588E-4	6.255E-3	1.745E-2	30	235
24	HP:0006775	Multiple myeloma		9.313E-6	7.954E-4	6.557E-3	1.988E-2	4	4
25	HP:0001814	Deep-set nails		9.313E-6	7.954E-4	6.557E-3	1.988E-2	4	4
26	HP:0003002	Breast carcinoma		9.950E-6	8.170E-4	6.735E-3	2.124E-2	11	42
27	HP:0000520	Proptosis		1.380E-5	1.091E-3	8.994E-3	2.946E-2	20	127
28	HP:0004315	IgG deficiency		1.454E-5	1.109E-3	9.139E-3	3.104E-2	9	29
29	HP:0001048	Cavernous hemangioma		1.773E-5	1.262E-3	1.040E-2	3.785E-2	6	12
30	HP:0001370	Rheumatoid arthritis		1.773E-5	1.262E-3	1.040E-2	3.785E-2	6	12
31	HP:0002090	Pneumonia		1.886E-5	1.299E-3	1.071E-2	4.026E-2	10	37
32	HP:0000034	Hydrocele testis		2.311E-5	1.542E-3	1.271E-2	4.934E-2	5	8
33	HP:0002205	Recurrent respiratory infections		2.975E-5	1.925E-3	1.587E-2	
6.352E-2
23	167
34	HP:0007440	Generalized hyperpigmentation		3.868E-5	2.429E-3	2.002E-2	
8.257E-2
7	19
35	HP:0001402	Hepatocellular carcinoma		4.752E-5	2.818E-3	2.323E-2	
1.015E-1
8	26
36	HP:0002633	Vasculitis		4.752E-5	2.818E-3	2.323E-2	
1.015E-1
8	26
37	HP:0006572	Subacute progressive viral hepatitis		4.968E-5	2.867E-3	2.363E-2	
1.061E-1
5	9
38	HP:0010702	Hypergammaglobulinemia		5.675E-5	3.189E-3	2.629E-2	
1.212E-1
7	20
39	HP:0001034	Hypermelanotic macule		6.248E-5	3.420E-3	2.820E-2	
1.334E-1
10	42
40	HP:0001028	Hemangioma		6.438E-5	3.436E-3	2.833E-2	
1.374E-1
8	27
41	HP:0006532	Recurrent pneumonia		1.227E-4	6.295E-3	
5.190E-2
2.621E-1
9	37
42	HP:0002110	Bronchiectasis		1.238E-4	6.295E-3	
5.190E-2
2.644E-1
11	54
43	HP:0000989	Pruritus		1.425E-4	7.078E-3	
5.835E-2
3.043E-1
10	46
44	HP:0009720	Adenoma sebaceum		1.663E-4	7.891E-3	
6.505E-2
3.551E-1
5	11
45	HP:0003764	Nevus		1.663E-4	7.891E-3	
6.505E-2
3.551E-1
5	11
46	HP:0002715	Abnormality of the immune system		1.748E-4	8.111E-3	
6.686E-2
3.731E-1
11	56
47	HP:0002488	Acute leukemia		1.881E-4	8.491E-3	
7.000E-2
4.016E-1
6	17
48	HP:0001903	Anemia		1.909E-4	8.491E-3	
7.000E-2
4.076E-1
20	152
49	HP:0002014	Diarrhea		2.436E-4	1.061E-2	
8.749E-2
5.200E-1
19	143
50	HP:0001974	Leukocytosis		2.693E-4	1.106E-2	
9.118E-2
5.751E-1
6	18
5: Mouse Phenotype [Display Chart] 5854 annotations before applied cutoff / 7942 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	MP:0011180	abnormal hematopoietic cell number		2.054E-68	1.202E-64	1.112E-63	1.202E-64	255	1483
2	MP:0000217	abnormal leukocyte cell number		3.238E-67	9.478E-64	8.769E-63	1.896E-63	236	1291
3	MP:0013656	abnormal hematopoietic cell morphology		6.614E-67	1.098E-63	1.016E-62	3.872E-63	288	1905
4	MP:0008246	abnormal leukocyte morphology		7.503E-67	1.098E-63	1.016E-62	4.392E-63	253	1484
5	MP:0000716	abnormal immune system cell morphology		1.735E-66	2.031E-63	1.880E-62	1.016E-62	254	1501
6	MP:0008247	abnormal mononuclear cell morphology		5.130E-66	5.005E-63	4.631E-62	3.003E-62	236	1308
7	MP:0002619	abnormal lymphocyte morphology		4.331E-61	3.622E-58	3.351E-57	2.535E-57	206	1064
8	MP:0002421	abnormal cell-mediated immunity		1.829E-60	1.338E-57	1.238E-56	1.071E-56	226	1281
9	MP:0013657	abnormal blood cell morphology		1.198E-59	7.791E-57	7.209E-56	7.012E-56	230	1337
10	MP:0002442	abnormal leukocyte physiology		2.477E-59	1.319E-56	1.220E-55	1.450E-55	221	1244
11	MP:0002420	abnormal adaptive immunity		2.478E-59	1.319E-56	1.220E-55	1.451E-55	226	1298
12	MP:0001819	abnormal immune cell physiology		4.957E-59	2.418E-56	2.238E-55	2.902E-55	223	1270
13	MP:0001545	abnormal hematopoietic system physiology		5.817E-59	2.619E-56	2.424E-55	3.405E-55	237	1426
14	MP:0000685	abnormal immune system morphology		1.282E-58	5.360E-56	4.959E-55	7.504E-55	271	1839
15	MP:0000221	decreased leukocyte cell number		6.779E-58	2.646E-55	2.448E-54	3.968E-54	188	929
16	MP:0013693	abnormal hemopoiesis		3.396E-57	1.243E-54	1.150E-53	1.988E-53	175	816
17	MP:0012382	abnormal blood cell physiology		6.022E-57	2.074E-54	1.919E-53	3.525E-53	227	1346
18	MP:0002123	abnormal definitive hematopoiesis		7.850E-57	2.553E-54	2.362E-53	4.595E-53	172	793
19	MP:0011182	decreased hematopoietic cell number		1.238E-56	3.814E-54	3.529E-53	7.246E-53	205	1115
20	MP:0002429	abnormal blood cell morphology/development		5.429E-56	1.589E-53	1.470E-52	3.178E-52	186	934
21	MP:0002452	abnormal professional antigen presenting cell physiology		2.136E-55	5.954E-53	5.509E-52	1.250E-51	177	856
22	MP:0000717	abnormal lymphocyte cell number		1.960E-54	5.216E-52	4.826E-51	1.148E-50	188	974
23	MP:0008195	abnormal professional antigen presenting cell morphology		8.092E-53	2.060E-50	1.906E-49	4.737E-49	168	804
24	MP:0003945	abnormal lymphocyte physiology		6.882E-51	1.679E-48	1.553E-47	4.029E-47	177	914
25	MP:0002723	abnormal immune serum protein physiology		1.719E-50	4.026E-48	3.725E-47	1.006E-46	179	939
26	MP:0011181	increased hematopoietic cell number		3.954E-50	8.902E-48	8.236E-47	2.314E-46	179	944
27	MP:0000218	increased leukocyte cell number		5.828E-50	1.264E-47	1.169E-46	3.412E-46	166	821
28	MP:0008250	abnormal myeloid leukocyte morphology		1.025E-47	2.142E-45	1.982E-44	5.999E-44	151	711
29	MP:0005016	decreased lymphocyte cell number		1.639E-47	3.309E-45	3.062E-44	9.597E-44	156	759
30	MP:0005460	abnormal leukopoiesis		5.875E-47	1.146E-44	1.061E-43	3.439E-43	138	606
31	MP:0002419	abnormal innate immunity		2.626E-45	4.960E-43	4.589E-42	1.538E-41	128	540
32	MP:0013658	abnormal myeloid cell morphology		1.678E-44	3.071E-42	2.841E-41	9.826E-41	196	1209
33	MP:0002006	tumorigenesis		2.305E-44	4.089E-42	3.784E-41	1.349E-40	147	716
34	MP:0008251	abnormal phagocyte morphology		3.844E-43	6.618E-41	6.123E-40	2.250E-39	133	606
35	MP:0008037	abnormal T cell morphology		1.966E-42	3.288E-40	3.042E-39	1.151E-38	147	741
36	MP:0002459	abnormal B cell physiology		1.221E-41	1.986E-39	1.837E-38	7.148E-38	126	563
37	MP:0002401	abnormal lymphopoiesis		5.810E-41	9.193E-39	8.505E-38	3.401E-37	120	520
38	MP:0002166	altered tumor susceptibility		2.571E-40	3.961E-38	3.665E-37	1.505E-36	134	649
39	MP:0001845	abnormal inflammatory response		1.391E-39	2.089E-37	1.932E-36	8.146E-36	174	1055
40	MP:0001800	abnormal humoral immune response		1.368E-38	2.002E-36	1.852E-35	8.007E-35	114	496
41	MP:0002451	abnormal macrophage physiology		1.627E-38	2.323E-36	2.149E-35	9.523E-35	97	363
42	MP:0005013	increased lymphocyte cell number		2.476E-38	3.452E-36	3.194E-35	1.450E-34	122	567
43	MP:0001846	increased inflammatory response		3.241E-38	4.412E-36	4.082E-35	1.897E-34	156	890
44	MP:0002722	abnormal immune system organ morphology		7.616E-38	1.013E-35	9.374E-35	4.458E-34	171	1053
45	MP:0008248	abnormal mononuclear phagocyte morphology		1.416E-37	1.842E-35	1.705E-34	8.290E-34	110	474
46	MP:0006387	abnormal T cell number		1.771E-37	2.253E-35	2.085E-34	1.037E-33	133	677
47	MP:0002019	abnormal tumor incidence		2.983E-37	3.715E-35	3.437E-34	1.746E-33	128	634
48	MP:0002490	abnormal immunoglobulin level		7.163E-37	8.735E-35	8.082E-34	4.193E-33	107	457
49	MP:0004939	abnormal B cell morphology		1.040E-36	1.242E-34	1.150E-33	6.088E-33	117	543
50	MP:0002444	abnormal T cell physiology		3.642E-36	4.264E-34	3.945E-33	2.132E-32	120	576
7: Pathway [Display Chart] 1950 annotations before applied cutoff / 10916 genes in category
ID	Name	Source	pValue	FDR B&H	FDR B&Y	Bonferroni	Genes from Input	Genes in Annotation
1	83105	Pathways in cancer	BioSystems: KEGG	5.199E-46	1.014E-42	8.266E-42	1.014E-42	95	327
2	852705	MicroRNAs in cancer	BioSystems: KEGG	1.622E-42	1.582E-39	1.289E-38	3.163E-39	87	296
3	83051	Cytokine-cytokine receptor interaction	BioSystems: KEGG	5.658E-41	3.677E-38	2.998E-37	1.103E-37	81	265
4	692234	PI3K-Akt signaling pathway	BioSystems: KEGG	1.683E-37	8.206E-35	6.690E-34	3.282E-34	88	346
